aNode_bNode,aNodeLat,aNodeLon,aNodes,active_net,bNodeLat,bNodeLon,bNodes,cycle_speed_m_s,distance,drive_net,drive_speed,drive_speed_m_s,name,oneway,osmid,ref,speed,type,walk_speed_m_s,cycle_time_minutes,walk_time_minutes,drive_time_minutes
6153216482_6153218508,42.3256473,-83.0717875,6153216482,True,42.3269911,-83.0725125,6153218508,4.167,160.8719453276587,True,25.0,11.25,Wabash Street,[],8742351,[],[],residential,1.11,0.6434363064061224,2.4154946745894694,0.2383288078928277
62711927_62711929,42.3274570,-83.0794197,62711927,True,42.3274323,-83.0792960,62711929,4.167,10.533420814626666,True,25.0,11.25,Newark Street,[],8743980,[],[],residential,1.11,0.04213031283347999,0.15815947169109107,0.015605067873520987
62711929_6138044362,42.3274323,-83.0792960,62711929,True,42.3274215,-83.0792481,6138044362,4.167,4.116785556731818,True,25.0,11.25,Newark Street,[],8743980,[],[],residential,1.11,0.016465824960930398,0.061813596947925195,0.00609894156552862
6138044362_62711931,42.3274215,-83.0792481,6138044362,True,42.3274055,-83.0791765,62711931,4.167,6.149053203750641,True,25.0,11.25,Newark Street,[],8743980,[],[],residential,1.11,0.02459424527538053,0.09232812618244204,0.009109708450000949
62711931_62711933,42.3274055,-83.0791765,62711931,True,42.3273060,-83.0787430,62711933,4.167,37.31489830284669,True,25.0,11.25,Newark Street,[],8743980,[],[],residential,1.11,0.14924765339911483,0.5602837583010013,0.055281330819032144
62711933_62711935,42.3273060,-83.0787430,62711933,True,42.3272800,-83.0786280,62711935,4.167,9.88604766938383,True,25.0,11.25,Newark Street,[],8743980,[],[],residential,1.11,0.039541027395343695,0.1484391541949524,0.014645996547235304
62711935_62658705,42.3272800,-83.0786280,62711935,True,42.3270944,-83.0777888,62658705,4.167,72.00944098046203,True,25.0,11.25,Newark Street,[],8743980,[],[],residential,1.11,0.2880147227440286,1.0812228375444748,0.1066806533043882
62658705_62711940,42.3270944,-83.0777888,62658705,True,42.3267810,-83.0766640,62711940,4.167,98.81636155078671,True,25.0,11.25,Newark Street,[],8743980,[],[],residential,1.11,0.3952338274969471,1.4837291524142147,0.1463946097048692
62711940_62711942,42.3267810,-83.0766640,62711940,True,42.3267032,-83.0763983,62711942,4.167,23.493500838893357,True,25.0,11.25,Newark Street,[],8743980,[],[],residential,1.11,0.0939664860366905,0.3527552678512516,0.03480518642799016
62712187_6164671657,42.3243860,-83.0813929,62712187,True,42.3244638,-83.0814379,6164671657,4.167,9.408802735791767,True,25.0,11.25,21st Street,[],8744002,[],[],residential,1.11,0.03763220036713769,0.14127331435122772,0.013938967015987801
6164671657_1223174014,42.3244638,-83.0814379,6164671657,True,42.3250211,-83.0818416,1223174014,4.167,70.29671289013433,True,25.0,11.25,21st Street,[],8744002,[],[],residential,1.11,0.2811643584118644,1.0555061995515664,0.10414327835575456
1223174014_5728879997,42.3250211,-83.0818416,1223174014,True,42.3254147,-83.0821063,5728879997,4.167,48.87775379940879,True,25.0,11.25,21st Street,[],8744002,[],[],residential,1.11,0.19549537556758975,0.73390020719833,0.07241148711023523
5728879997_4519288153,42.3254147,-83.0821063,5728879997,True,42.3255688,-83.0822100,4519288153,4.167,19.138742526314417,True,25.0,11.25,21st Street,[],8744002,[],[],residential,1.11,0.07654884619756186,0.28736850640111733,0.028353692631576912
4519288153_62712189,42.3255688,-83.0822100,4519288153,True,42.3256451,-83.0822613,62712189,4.167,9.474562040797315,True,25.0,11.25,21st Street,[],8744002,[],[],residential,1.11,0.03789521654586559,0.14226069130326296,0.014036388208588614
62716641_5893845815,42.3314210,-83.0660750,62716641,True,42.3312737,-83.0664191,5893845815,4.167,32.68575515117332,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.1307325619997333,0.4907771043719717,0.04842334096470122
5893845815_62716643,42.3312737,-83.0664191,5893845815,True,42.3311777,-83.0666433,62716643,4.167,21.298038677376024,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.08518533988231351,0.3197903705311715,0.03155264989240893
62716643_62716645,42.3311777,-83.0666433,62716643,True,42.3311210,-83.0667850,62716645,4.167,13.244927132697777,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.052975470493151655,0.19887277977023687,0.019622114270663373
62716645_4516284006,42.3311210,-83.0667850,62716645,True,42.3310726,-83.0668968,4516284006,4.167,10.650110007064823,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.04259703226567804,0.15991156166763998,0.015777940751207146
4516284006_62716647,42.3310726,-83.0668968,4516284006,True,42.3307390,-83.0676670,62716647,4.167,73.37915785633919,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.2934931519731989,1.10178915700209,0.10870986349087289
62716647_62716649,42.3307390,-83.0676670,62716647,True,42.3306049,-83.0679628,62716649,4.167,28.52363870146772,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.11408542797163317,0.42828286338540117,0.04225724252069292
62716649_62716651,42.3306049,-83.0679628,62716649,True,42.3305743,-83.0680392,62716651,4.167,7.142827156797938,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.028569023105343323,0.10724965700897804,0.010581966158219167
62716651_62716653,42.3305743,-83.0680392,62716651,True,42.3305280,-83.0681520,62716653,4.167,10.60590054488971,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.04242020856287381,0.15924775592927493,0.01571244525168846
62716653_5917089385,42.3305280,-83.0681520,62716653,True,42.3305056,-83.0682136,5917089385,4.167,5.643159109492083,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.022570830771506612,0.08473211876114237,0.008360235717766047
5917089385_62716655,42.3305056,-83.0682136,5917089385,True,42.3304510,-83.0683640,62716655,4.167,13.773650812096204,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.055090196032702196,0.20681157375519824,0.020405408610512894
62716655_5917089383,42.3304510,-83.0683640,62716655,True,42.3301082,-83.0694472,5917089383,4.167,96.85871467638458,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.38740386639622665,1.4543350552009697,0.14349439211316234
5917089383_62716657,42.3301082,-83.0694472,5917089383,True,42.3300841,-83.0695266,62716657,4.167,7.05570086458668,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.028220545814681548,0.10594145442322342,0.010452890169758044
62716657_5917131095,42.3300841,-83.0695266,62716657,True,42.3300600,-83.0696053,5917131095,4.167,7.002506424547576,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.028007785075384276,0.10514273910732096,0.010374083591922335
5917131095_5917131093,42.3300600,-83.0696053,5917131095,True,42.3297245,-83.0707048,5917131093,4.167,97.77987817894711,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.3910882256577359,1.4681663390232298,0.14485907878362536
5917131093_62716659,42.3297245,-83.0707048,5917131093,True,42.3296898,-83.0708185,62716659,4.167,10.111748424384546,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.04044375819688243,0.15182805442018837,0.014980368036125253
62716659_62716661,42.3296898,-83.0708185,62716659,True,42.3296417,-83.0709764,62716661,4.167,14.038832251447813,True,25.0,11.25,Church Street,[],8744496,[],[],residential,1.11,0.05615083693883615,0.21079327704876594,0.020798270002144906
62726396_5865865775,42.3286960,-83.0598960,62726396,True,42.3284294,-83.0605167,5865865775,4.167,59.01162747200404,True,25.0,11.25,Abbott Street,[],8745150,[],[],residential,1.11,0.23602762767780192,0.8860604725526131,0.08742463329185783
5865865775_5831137536,42.3284294,-83.0605167,5865865775,True,42.3282072,-83.0610284,5831137536,4.167,48.78441612195254,True,25.0,11.25,Abbott Street,[],8745150,[],[],residential,1.11,0.1951220547234323,0.7324987405698579,0.07227320906955931
5831137536_62726398,42.3282072,-83.0610284,5831137536,True,42.3281530,-83.0611540,62726398,4.167,11.955337774925654,True,25.0,11.25,Abbott Street,[],8745150,[],[],residential,1.11,0.04781752569764681,0.1795095762000849,0.017711611518408377
62743968_5917156213,42.3322763,-83.0631095,62743968,True,42.3322472,-83.0632023,5917156213,4.167,8.286167321851467,True,25.0,11.25,Beech Street,[],8746149,[],[],residential,1.11,0.033142017925971795,0.12441692675452652,0.012275803439779952
5917156213_5917156214,42.3322472,-83.0632023,5917156213,True,42.3320111,-83.0639629,5917156214,4.167,67.81047516269227,True,25.0,11.25,Beech Street,[],8746149,[],[],residential,1.11,0.2712202030345263,1.018175302743127,0.10045996320398856
5917156214_62743973,42.3320111,-83.0639629,5917156214,True,42.3319896,-83.0640316,62743973,4.167,6.132429532781715,True,25.0,11.25,Beech Street,[],8746149,[],[],residential,1.11,0.024527755910654005,0.09207852151323895,0.009085080789306244
62567640_4664507530,42.3283620,-83.0581600,62567640,True,42.3283095,-83.0580757,4664507530,4.167,9.061114715599741,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.036241559537635956,0.1360527735075036,0.01238969269246059
4664507530_5830991246,42.3283095,-83.0580757,4664507530,True,42.3282201,-83.0579321,5830991246,4.167,15.432884015421944,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.06172659793385307,0.23172498521654566,0.02110211561280397
5830991246_5830991237,42.3282201,-83.0579321,5830991246,True,42.3281043,-83.0577460,5830991237,4.167,19.99621591417294,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.07997846537946139,0.30024348219478886,0.02734177614616974
5830991237_62752614,42.3281043,-83.0577460,5830991237,True,42.3280290,-83.0576250,62752614,4.167,13.001901303848534,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.05200344493979895,0.19522374330102904,0.01777811744233322
62752614_62752613,42.3280290,-83.0576250,62752614,True,42.3279710,-83.0575500,62752613,4.167,8.922270666569746,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.03568622776805754,0.13396802802657276,0.012199844627001603
62752613_62752611,42.3279710,-83.0575500,62752613,True,42.3278870,-83.0574610,62752611,4.167,11.86474972839602,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.047455202497384295,0.17814939532126153,0.016223236061089004
62752611_62752609,42.3278870,-83.0574610,62752611,True,42.3278200,-83.0574020,62752609,4.167,8.889761932907886,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.035556203235372716,0.1334799089025208,0.01215539389080266
62752609_62752607,42.3278200,-83.0574020,62752609,True,42.3277250,-83.0573350,62752607,4.167,11.913206570287592,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.047649014360001574,0.17887697552984372,0.016289493403449994
62752607_5802691211,42.3277250,-83.0573350,62752607,True,42.3277148,-83.0573295,5802691211,4.167,1.2209882318928371,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.0048835622425919415,0.018333156635027582,0.0016695152251211493
5802691211_62724168,42.3277148,-83.0573295,5802691211,True,42.3276260,-83.0572820,62724168,4.167,10.618181704195026,True,27.08677685950413,12.189049586776859,John C Lodge Drive,yes,8746576,[],[],tertiary,1.11,0.04246932927043847,0.15943215772064603,0.014518744370512735
62759481_4516283972,42.3311270,-83.0617760,62759481,True,42.3311002,-83.0618375,4516283972,4.167,5.868407147038913,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.023471750848087804,0.0881142214270107,0.008693936514131723
4516283972_3751816097,42.3311002,-83.0618375,4516283972,True,42.3309006,-83.0622955,3751816097,4.167,43.7039110624563,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.17480166011701584,0.6562148808176621,0.06474653490734267
3751816097_4516283985,42.3309006,-83.0622955,3751816097,True,42.3306030,-83.0629782,4516283985,4.167,65.14991470640926,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.2605788125206354,0.9782269475436824,0.09651839215764335
4516283985_62759486,42.3306030,-83.0629782,4516283985,True,42.3305700,-83.0630540,62759486,4.167,7.231195516650163,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.028922468269139124,0.10857650925901145,0.01071288224688913
62759486_4516283982,42.3305700,-83.0630540,62759486,True,42.3305437,-83.0631149,4516283982,4.167,5.797768554551224,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.023189219080678444,0.08705358190016853,0.008589286747483296
4516283982_5889525477,42.3305437,-83.0631149,4516283982,True,42.3300494,-83.0642608,5889525477,4.167,109.06010692415303,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.4362055312541118,1.6375391430053008,0.16157052877652303
5889525477_62759488,42.3300494,-83.0642608,5889525477,True,42.3300170,-83.0643360,62759488,4.167,7.1549610037921525,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.028617554610799747,0.10743184690378606,0.010599942227840225
62759488_5889524526,42.3300170,-83.0643360,62759488,True,42.3299905,-83.0643976,5889524526,4.167,5.8587186212121205,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.023432999844860896,0.08796874806624805,0.008679583142536475
5889524526_6303689674,42.3299905,-83.0643976,5889524526,True,42.3295582,-83.0654000,6303689674,4.167,95.39763882998047,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.3815600305174805,1.432396979429136,0.14132983530367477
6303689674_62759490,42.3295582,-83.0654000,6303689674,True,42.3295030,-83.0655280,62759490,4.167,12.18158968421822,True,25.0,11.25,Bagley Street,[],8746934,[],[],residential,1.11,0.048722460939997686,0.18290675201528858,0.018046799532175143
3751807511_62724181,42.3244308,-83.0633708,3751807511,True,42.3248700,-83.0637029,62724181,4.167,55.950412737732734,True,25.0,11.25,10th Street,yes,8746977,[],[],residential,1.11,0.22378374825107086,0.8400962873533443,0.08288950035219664
62759492_5893841391,42.3289150,-83.0668900,62759492,True,42.3289772,-83.0669387,5893841391,4.167,7.991419278169044,True,25.0,11.25,10th Street,[],8746981,[],[],residential,1.11,0.03196312006307113,0.11999128045298864,0.011839139671361546
5893841391_3751816087,42.3289772,-83.0669387,5893841391,True,42.3293203,-83.0672076,3751816087,4.167,44.09225111077403,True,25.0,11.25,10th Street,[],8746981,[],[],residential,1.11,0.17635489605141202,0.6620458124740846,0.065321853497443
3751816087_5893841393,42.3293203,-83.0672076,3751816087,True,42.3296612,-83.0674662,5893841393,4.167,43.46032308711662,True,25.0,11.25,10th Street,[],8746981,[],[],residential,1.11,0.1738273861575739,0.6525574037104598,0.06438566383276537
5893841393_62760471,42.3296612,-83.0674662,5893841393,True,42.3297171,-83.0675106,62760471,4.167,7.208170840900653,True,25.0,11.25,10th Street,[],8746981,[],[],residential,1.11,0.02883037693344794,0.1082307934069167,0.010678771616149114
62760471_5917089388,42.3297171,-83.0675106,62760471,True,42.3297770,-83.0675594,5917089388,4.167,7.7753450372751,True,25.0,11.25,10th Street,[],8746981,[],[],residential,1.11,0.031098892237721384,0.11674692248160809,0.011519029684852
5917089388_3751816100,42.3297770,-83.0675594,5917089388,True,42.3301231,-83.0678358,3751816100,4.167,44.69133193285641,True,25.0,11.25,10th Street,[],8746981,[],[],residential,1.11,0.1787510276492137,0.6710410200128589,0.06620938064126874
3751816100_5917089386,42.3301231,-83.0678358,3751816100,True,42.3304640,-83.0681020,5917089386,4.167,43.769167916773185,True,25.0,11.25,10th Street,[],8746981,[],[],residential,1.11,0.17506266665376044,0.6571947134650629,0.06484321172855287
5917089386_62716653,42.3304640,-83.0681020,5917089386,True,42.3305280,-83.0681520,62716653,4.167,8.218133049787825,True,25.0,11.25,10th Street,[],8746981,[],[],residential,1.11,0.032869902606942746,0.12339539113795532,0.012175011925611594
3733507603_62761380,42.3225060,-83.0769245,3733507603,True,42.3221921,-83.0779285,62761380,4.167,89.61932327728421,True,25.0,11.25,Cromwell Street,[],8747077,[],[],residential,1.11,0.35844861721975924,1.345635484643907,0.13276936781819884
62768629_5698312683,42.3312800,-83.0636000,62768629,True,42.3312234,-83.0638035,5698312683,4.167,17.87294222106869,True,25.0,11.25,Leverette Street,[],8747547,[],[],residential,1.11,0.07148605000027475,0.2683624958118422,0.026478432920101765
5698312683_62768631,42.3312234,-83.0638035,5698312683,True,42.3310370,-83.0644730,62768631,4.167,58.80821154291605,True,25.0,11.25,Leverette Street,[],8747547,[],[],residential,1.11,0.23521402904934025,0.8830061793230637,0.08712327635987563
62768631_5889524524,42.3310370,-83.0644730,62768631,True,42.3308576,-83.0648900,5889524524,4.167,39.660527407302354,True,25.0,11.25,Leverette Street,[],8747547,[],[],residential,1.11,0.15862941927566737,0.5955034145240593,0.05875633689970719
5889524524_62768633,42.3308576,-83.0648900,5889524524,True,42.3308240,-83.0649680,62768633,4.167,7.420940641066524,True,25.0,11.25,Leverette Street,[],8747547,[],[],residential,1.11,0.02968138805322184,0.111425535151149,0.01099398613491337
62768633_5889524521,42.3308240,-83.0649680,62768633,True,42.3307968,-83.0650312,5889524521,4.167,6.011489336034569,True,25.0,11.25,Leverette Street,[],8747547,[],[],residential,1.11,0.024044033821432564,0.09026260264316169,0.008905910127458621
