"","P000","P001","P002","P003","P004","P005","P006","P007","P008","P009","P010","P011","P012","P013","P014","P015","P016","P017","P018","P019","P020","P021","P022","P023","id","cluster","cluster_name"
"209","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",209,0,"Homemakers"
"210","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",210,0,"Homemakers"
"211","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",211,0,"Homemakers"
"212","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H","H",212,1,"9-to-5ers"
"213","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",213,1,"9-to-5ers"
"214","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",214,1,"9-to-5ers"
"215","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",215,0,"Homemakers"
"216","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",216,0,"Homemakers"
"217","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",217,0,"Homemakers"
"218","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",218,1,"9-to-5ers"
"219","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",219,1,"9-to-5ers"
"220","H","H","H","H","H","H","H","H","H","H","G","G","G","G","X","X","X","X","X","X","X","X","X","X",220,0,"Homemakers"
"221","H","H","H","H","H","H","H","H","H","H","G","G","G","G","H","H","H","R","R","R","H","H","H","H",221,2,"Afternoon Adventurers"
"222","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",222,0,"Homemakers"
"223","H","H","H","H","H","H","H","H","H","H","X","S","H","H","H","H","H","H","H","H","H","H","H","H",223,0,"Homemakers"
"224","H","H","H","H","H","H","H","H","H","V","S","H","H","H","H","H","X","H","H","H","H","H","H","H",224,0,"Homemakers"
"225","H","H","H","H","H","H","H","H","H","H","H","H","P","P","H","W","W","W","H","H","H","H","H","H",225,5,"Work-Life Balancers"
"226","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",226,0,"Homemakers"
"227","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",227,0,"Homemakers"
"228","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",228,0,"Homemakers"
"229","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",229,0,"Homemakers"
"230","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H",230,1,"9-to-5ers"
"231","H","H","H","H","H","H","H","H","H","H","H","H","H","E","H","G","H","V","V","V","H","H","H","H",231,4,"Socialites"
"232","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H",232,3,"Night-shifters"
"233","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",233,0,"Homemakers"
"234","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",234,0,"Homemakers"
"235","H","H","H","H","H","H","H","H","H","E","S","H","H","H","H","H","H","H","H","H","H","H","H","H",235,0,"Homemakers"
"236","H","H","H","H","H","H","H","H","H","H","H","H","E","H","H","H","H","H","H","H","H","H","H","H",236,0,"Homemakers"
"237","H","H","H","H","H","H","H","V","V","H","G","V","H","V","E","H","H","H","V","H","H","H","H","H",237,0,"Homemakers"
"238","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H",238,0,"Homemakers"
"239","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",239,0,"Homemakers"
"240","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",240,0,"Homemakers"
"241","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",241,0,"Homemakers"
"242","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",242,0,"Homemakers"
"243","H","H","H","H","H","H","H","W","W","W","W","W","H","H","G","X","H","H","H","H","R","R","H","H",243,5,"Work-Life Balancers"
"244","H","H","H","H","H","H","H","H","G","H","H","H","H","H","V","V","H","V","V","H","H","H","H","H",244,0,"Homemakers"
"245","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H",245,3,"Night-shifters"
"246","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",246,0,"Homemakers"
"247","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","H","H","H","H","H","H","H",247,5,"Work-Life Balancers"
"248","H","H","H","H","H","H","H","H","H","Z","Z","W","G","H","Z","Z","H","E","E","E","E","H","H","H",248,0,"Homemakers"
"249","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","E","E","H","H","H",249,1,"9-to-5ers"
"250","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",250,0,"Homemakers"
"251","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",251,0,"Homemakers"
"252","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",252,0,"Homemakers"
"253","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",253,0,"Homemakers"
"254","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",254,1,"9-to-5ers"
"255","H","H","H","H","H","H","H","C","C","C","C","C","C","C","C","H","H","H","H","H","H","H","H","H",255,6,"Students"
"256","H","H","H","H","H","H","H","W","W","W","W","W","W","W","D","W","W","W","H","H","H","H","H","H",256,1,"9-to-5ers"
"257","H","H","H","H","H","H","H","H","H","P","E","E","H","H","S","H","H","H","H","H","H","H","H","H",257,0,"Homemakers"
"258","H","H","H","H","H","H","H","H","H","H","E","E","H","H","H","H","H","H","H","H","H","H","H","H",258,0,"Homemakers"
"259","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",259,1,"9-to-5ers"
"260","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",260,0,"Homemakers"
"261","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","S","H","H","H","H","H","H","H",261,0,"Homemakers"
"262","H","H","H","H","H","H","H","H","H","H","H","H","H","Z","Z","Z","D","H","H","H","H","H","H","H",262,0,"Homemakers"
"263","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",263,1,"9-to-5ers"
"264","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",264,0,"Homemakers"
"265","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",265,0,"Homemakers"
"266","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","P","H","H","H","H","H","H","H","H",266,0,"Homemakers"
"267","H","H","H","H","H","H","G","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H","H","H",267,1,"9-to-5ers"
"268","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",268,0,"Homemakers"
"269","H","H","H","H","H","H","H","H","H","H","R","R","R","R","E","V","V","V","G","H","H","H","H","H",269,4,"Socialites"
"270","H","H","H","H","H","H","H","H","H","H","H","G","G","H","H","H","H","H","H","H","H","H","H","H",270,0,"Homemakers"
"271","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",271,0,"Homemakers"
"272","H","H","H","H","H","H","H","H","H","H","V","V","V","V","V","V","V","V","E","V","H","H","H","H",272,4,"Socialites"
"273","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H",273,1,"9-to-5ers"
"274","H","H","H","H","H","H","H","H","H","H","G","W","W","W","W","W","W","W","W","H","E","E","H","H",274,1,"9-to-5ers"
"275","H","H","H","H","H","H","H","H","H","H","H","E","E","E","G","H","H","H","H","H","H","H","H","H",275,0,"Homemakers"
"276","H","H","H","H","H","H","H","H","W","W","W","E","W","W","W","W","W","H","H","H","H","H","H","H",276,5,"Work-Life Balancers"
"277","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","G","G","H","G","H","H",277,1,"9-to-5ers"
"278","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","E","E","H","H","H",278,1,"9-to-5ers"
"279","H","H","H","H","H","H","H","H","X","S","H","H","H","W","W","W","W","W","X","X","X","X","X","X",279,1,"9-to-5ers"
"280","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",280,0,"Homemakers"
"281","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",281,0,"Homemakers"
"282","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",282,0,"Homemakers"
"283","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",283,0,"Homemakers"
"284","H","H","H","H","H","H","H","D","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",284,0,"Homemakers"
"285","H","H","H","H","H","H","P","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",285,0,"Homemakers"
"286","H","H","H","H","H","H","H","H","H","H","H","X","H","H","H","H","H","H","H","H","H","H","H","H",286,0,"Homemakers"
"287","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",287,1,"9-to-5ers"
"288","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H",288,3,"Night-shifters"
"289","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",289,1,"9-to-5ers"
"290","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",290,0,"Homemakers"
"291","H","H","H","H","H","H","H","H","H","H","W","W","W","H","H","H","H","H","H","H","H","H","H","H",291,0,"Homemakers"
"292","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","X","X","X","X","X","H","H","H","H",292,1,"9-to-5ers"
"293","H","H","H","H","H","W","E","E","H","H","H","H","Z","Z","Z","Z","H","H","H","H","H","W","W","W",293,0,"Homemakers"
"294","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",294,0,"Homemakers"
"295","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",295,0,"Homemakers"
"296","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","S","S","H","H","H","H",296,0,"Homemakers"
"297","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","S","S","E","H","H","H",297,0,"Homemakers"
"298","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",298,1,"9-to-5ers"
"299","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H",299,3,"Night-shifters"
"300","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",300,0,"Homemakers"
"301","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",301,0,"Homemakers"
"302","H","H","H","H","H","H","H","H","H","X","H","H","W","W","W","W","H","H","H","H","H","H","H","H",302,5,"Work-Life Balancers"
"303","H","H","H","H","H","H","H","H","V","D","G","R","V","V","V","V","V","V","V","H","H","H","H","H",303,4,"Socialites"
"304","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",304,0,"Homemakers"
"305","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",305,0,"Homemakers"
"306","H","H","H","H","H","H","W","P","W","W","W","W","W","W","P","H","H","H","H","H","X","X","X","X",306,1,"9-to-5ers"
"307","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","P","P","H","H","H","X","X","X","X",307,1,"9-to-5ers"
"308","H","H","H","H","H","W","W","W","W","W","W","H","W","W","W","W","H","H","H","H","H","H","H","H",308,1,"9-to-5ers"
"309","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","R","H","H","H","H","H","H",309,1,"9-to-5ers"
"310","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",310,0,"Homemakers"
"311","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",311,0,"Homemakers"
"312","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",312,0,"Homemakers"
"313","H","H","H","H","H","H","H","H","H","E","E","E","E","E","H","H","H","H","H","H","H","H","H","H",313,0,"Homemakers"
"314","H","H","H","H","H","H","H","H","H","E","E","E","E","E","H","H","H","H","H","H","H","H","H","H",314,0,"Homemakers"
"315","H","H","H","H","H","H","H","H","H","W","D","H","H","H","H","H","H","H","H","H","H","H","H","H",315,0,"Homemakers"
"316","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",316,0,"Homemakers"
"317","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","X","H","H","G","H","H","H",317,1,"9-to-5ers"
"318","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H",318,1,"9-to-5ers"
"319","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","H","H","H","H",319,5,"Work-Life Balancers"
"320","H","H","H","H","H","H","H","H","W","W","W","E","W","W","W","W","D","H","H","H","H","H","H","H",320,5,"Work-Life Balancers"
"321","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",321,0,"Homemakers"
"322","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",322,1,"9-to-5ers"
"323","H","H","H","H","H","H","W","H","H","H","H","H","E","S","H","W","W","W","W","W","W","W","W","W",323,3,"Night-shifters"
"324","H","H","H","H","H","H","H","H","X","G","H","H","H","H","H","H","H","H","H","H","H","H","H","H",324,0,"Homemakers"
"325","H","H","H","H","H","H","H","H","H","H","H","E","E","H","H","H","H","H","H","H","H","H","H","H",325,0,"Homemakers"
"326","H","H","H","H","H","H","H","W","W","W","W","E","W","W","W","W","H","H","H","H","H","H","H","H",326,1,"9-to-5ers"
"327","H","H","H","H","H","G","W","W","W","W","W","W","W","W","W","W","H","H","G","H","H","H","H","H",327,1,"9-to-5ers"
"328","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","G","H","H","H","H","H",328,1,"9-to-5ers"
"329","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",329,0,"Homemakers"
"330","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",330,0,"Homemakers"
"331","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",331,1,"9-to-5ers"
"332","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",332,0,"Homemakers"
"333","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",333,0,"Homemakers"
"334","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",334,0,"Homemakers"
"335","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H","H","H","H",335,0,"Homemakers"
"336","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",336,0,"Homemakers"
"337","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H","H",337,1,"9-to-5ers"
"338","H","H","H","H","H","H","H","H","H","E","G","G","H","H","H","H","H","H","H","H","H","H","H","H",338,0,"Homemakers"
"339","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",339,0,"Homemakers"
"340","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",340,0,"Homemakers"
"341","H","H","H","H","H","H","H","H","H","H","H","H","H","H","R","R","R","R","R","R","R","R","R","R",341,2,"Afternoon Adventurers"
"342","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",342,1,"9-to-5ers"
"343","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","G","D","E","E","E","H","H","H","H",343,1,"9-to-5ers"
"344","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",344,0,"Homemakers"
"345","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",345,0,"Homemakers"
"346","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",346,5,"Work-Life Balancers"
"347","H","H","H","H","H","H","H","H","H","G","H","G","H","H","H","H","H","H","H","H","H","H","H","H",347,0,"Homemakers"
"348","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",348,1,"9-to-5ers"
"349","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","H","H",349,3,"Night-shifters"
"350","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",350,1,"9-to-5ers"
"351","H","H","H","H","H","H","H","C","C","C","C","C","C","C","H","H","H","H","W","W","W","W","H","H",351,6,"Students"
"352","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",352,0,"Homemakers"
"353","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",353,0,"Homemakers"
"354","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","G","H","H","H","H","H","H",354,1,"9-to-5ers"
"355","H","H","H","H","H","H","W","S","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W",355,0,"Homemakers"
"356","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",356,1,"9-to-5ers"
"357","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","X","H","H","H","H","H",357,1,"9-to-5ers"
"358","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",358,0,"Homemakers"
"359","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",359,0,"Homemakers"
"360","H","H","H","H","H","H","H","H","H","H","G","E","E","H","H","H","H","H","H","H","H","H","H","H",360,0,"Homemakers"
"361","H","H","H","H","H","H","H","H","H","H","G","E","E","H","H","H","H","H","H","H","H","H","H","H",361,0,"Homemakers"
"362","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","V","V","V","V","G","H","X","X",362,4,"Socialites"
"363","H","H","H","H","H","H","H","H","H","H","R","H","H","H","H","H","H","H","H","H","H","H","H","H",363,0,"Homemakers"
"364","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",364,0,"Homemakers"
"365","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",365,0,"Homemakers"
"366","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",366,0,"Homemakers"
"367","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",367,0,"Homemakers"
"368","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",368,0,"Homemakers"
"369","H","H","H","H","H","H","H","H","H","H","H","D","H","H","H","R","R","E","D","H","H","H","H","H",369,2,"Afternoon Adventurers"
"370","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",370,0,"Homemakers"
