P000,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,id
H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,H,5686
H,H,H,H,H,H,H,H,H,W,W,H,H,H,H,H,H,H,H,H,H,H,H,H,5687
H,H,H,H,H,H,H,H,H,G,G,G,G,G,G,H,H,H,H,H,H,V,H,H,5688
H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,H,H,H,H,H,H,H,H,5689
H,H,H,H,H,H,H,H,H,H,R,R,R,R,R,R,R,H,H,H,H,H,H,H,5690
H,H,H,H,H,H,H,H,H,H,R,R,R,R,R,R,R,H,H,H,H,H,H,H,5691
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5692
H,H,H,H,H,H,H,H,X,X,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5693
H,H,H,H,R,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,5694
H,H,H,H,H,H,H,H,V,V,V,V,G,G,H,H,H,H,H,H,H,H,H,H,5695
H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5696
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5697
H,H,H,H,H,H,H,D,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5698
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,H,H,H,H,H,5699
H,H,H,H,H,H,H,P,H,P,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5700
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,5701
H,H,H,H,H,H,H,C,C,C,C,C,C,C,X,X,W,W,W,W,H,H,H,H,5702
H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,S,G,H,H,H,H,H,H,H,5703
H,H,H,H,H,X,X,H,H,S,S,S,D,Z,E,G,H,H,H,H,H,H,H,H,5704
H,H,H,H,H,H,H,W,W,W,W,W,H,Z,E,G,H,H,H,H,H,H,H,H,5705
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,D,H,H,H,H,H,H,H,5706
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5707
H,H,H,H,H,H,H,H,H,H,G,G,S,H,H,H,D,H,H,H,H,H,H,H,5708
H,H,H,H,H,H,H,H,H,H,E,E,H,H,H,H,H,H,H,H,H,H,H,H,5709
H,H,H,H,H,H,H,H,X,X,X,P,H,G,G,G,H,H,H,H,H,H,H,H,5710
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5711
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5712
H,H,H,H,H,H,H,H,H,H,H,H,W,H,H,H,H,H,H,H,H,H,H,H,5713
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5714
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5715
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5716
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5717
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5718
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,5719
H,H,H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,H,H,H,H,H,H,5720
H,H,H,H,H,H,H,H,H,S,H,H,H,H,D,H,H,H,H,H,H,H,H,H,5721
H,H,H,H,H,H,H,H,H,S,H,H,H,H,G,H,H,H,H,H,H,H,H,H,5722
H,H,H,H,H,H,W,W,W,W,W,W,E,W,W,W,H,H,H,H,E,H,H,H,5723
H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,E,H,H,H,5724
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,5725
H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5726
H,H,H,H,H,H,G,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,5727
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5728
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5729
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,5730
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5731
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5732
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5733
H,H,H,H,H,H,H,H,H,W,W,W,W,H,H,H,H,H,H,H,H,H,H,H,5734
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5735
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5736
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5737
H,H,H,H,H,H,H,H,H,W,W,W,W,W,D,G,H,H,H,H,H,H,H,H,5738
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,5739
H,H,H,H,H,H,H,H,H,H,P,P,H,W,W,W,W,W,H,H,H,H,H,H,5740
H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,5741
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5742
H,H,H,H,H,H,H,H,H,H,P,P,H,H,H,H,H,H,H,H,H,H,H,H,5743
H,H,H,H,H,H,H,H,H,H,D,D,H,H,H,H,H,H,H,H,H,H,H,H,5744
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5745
H,H,H,H,H,H,H,H,R,R,R,R,G,H,H,H,H,R,R,R,R,H,H,H,5746
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5747
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5748
H,H,H,H,H,H,H,H,H,V,G,G,G,V,V,V,V,V,V,V,V,V,V,V,5749
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5750
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5751
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5752
H,H,H,H,H,H,H,H,H,G,D,D,H,H,H,H,H,H,X,H,H,H,H,H,5753
H,H,H,H,H,H,H,H,H,G,G,G,H,H,H,H,H,H,X,H,H,H,H,H,5754
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,X,H,H,H,5755
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,X,H,H,H,5756
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5757
H,H,H,H,H,H,H,H,H,H,H,E,E,E,H,H,H,H,H,H,H,H,H,H,5758
H,H,H,H,H,H,H,S,G,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,5759
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5760
H,H,H,H,H,H,H,H,H,H,P,P,H,H,H,P,V,V,V,V,V,H,H,H,5761
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,5762
H,H,H,H,H,H,H,H,H,H,H,H,D,G,G,G,D,H,H,H,H,H,H,H,5763
H,H,H,H,H,H,H,H,E,G,V,V,V,H,H,H,H,H,H,H,H,H,H,H,5764
H,H,H,H,H,H,H,H,E,G,V,V,V,H,H,H,H,H,H,H,H,H,H,H,5765
H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,E,G,H,H,H,H,H,H,5766
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,E,G,H,H,H,H,H,H,5767
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5768
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5769
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5770
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5771
H,H,H,H,H,H,H,H,H,P,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5772
H,H,H,H,H,H,H,H,H,H,H,D,H,H,D,H,H,H,H,H,H,H,H,H,5773
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5774
H,H,H,H,H,H,H,H,H,V,V,H,H,H,H,H,H,H,H,H,H,H,H,H,5775
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5776
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5777
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5778
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5779
H,H,H,H,H,H,H,H,H,E,E,G,H,H,H,H,H,H,H,H,H,H,H,H,5780
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5781
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5782
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5783
H,H,H,H,H,H,H,H,H,Z,Z,Z,H,H,H,H,H,D,R,R,V,H,H,H,5784
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5785
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,V,V,R,R,R,H,H,5786
H,H,H,H,H,H,H,H,P,H,H,H,H,H,H,H,E,V,V,R,R,R,H,H,5787
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5788
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5789
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5790
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5791
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,S,G,G,H,H,H,H,H,H,5792
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,5793
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,X,X,H,H,H,H,5794
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5795
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5796
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,R,R,H,H,H,H,5797
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,5798
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,5799
H,H,H,H,H,H,H,H,W,W,W,W,W,G,H,H,H,H,H,H,H,H,H,H,5800
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5801
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5802
H,H,H,H,H,H,H,H,H,H,P,P,P,H,H,H,H,H,H,H,H,H,H,H,5803
H,H,H,H,H,H,H,H,S,G,H,X,X,X,H,H,H,H,H,H,H,H,H,H,5804
H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,5805
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,H,H,H,5806
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5807
H,H,H,H,H,H,H,H,H,H,E,E,E,H,R,R,R,R,H,E,E,R,H,H,5808
H,H,H,H,H,H,H,H,H,H,E,E,E,H,R,R,R,R,H,E,E,R,H,H,5809
H,H,H,H,H,H,H,Z,D,D,G,G,E,E,G,H,H,H,R,R,H,H,H,H,5810
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5811
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5812
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5813
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5814
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5815
H,H,H,H,H,H,H,H,G,H,H,Z,Z,Z,Z,Z,Z,R,R,R,V,V,H,H,5816
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5817
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5818
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5819
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,5820
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5821
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5822
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5823
H,H,H,H,H,H,H,H,S,S,S,W,W,W,W,W,R,R,H,H,H,H,H,H,5824
H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,5825
H,H,H,H,H,W,W,W,H,H,H,H,H,W,W,W,H,H,H,H,H,H,H,H,5826
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,5827
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,5828
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5829
H,H,H,H,H,H,H,H,S,E,E,E,H,H,H,S,H,H,H,H,H,H,H,H,5830
H,H,H,H,H,H,H,H,H,H,E,E,S,S,S,S,S,H,H,H,H,H,H,H,5831
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,5832
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5833
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5834
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5835
H,H,H,H,H,H,H,H,H,X,G,H,H,H,H,H,H,H,H,H,H,H,H,H,5836
H,H,H,H,H,H,H,H,H,E,H,H,E,H,H,E,E,E,E,H,H,H,H,H,5837
H,H,H,H,H,H,H,H,H,E,H,H,E,H,H,H,H,H,H,H,H,H,H,H,5838
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5839
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5840
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,5841
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,5842
H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,V,E,R,R,R,R,H,H,5843
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5844
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5845
H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,H,H,H,H,H,H,H,H,5846
H,H,H,H,H,H,H,H,H,Z,Z,E,H,X,X,H,H,H,H,H,H,H,H,H,5847
H,H,H,H,H,H,H,H,D,W,W,W,W,W,W,S,H,S,H,H,H,H,H,H,5848
H,H,H,H,H,H,W,W,W,W,W,W,W,W,G,D,H,D,G,H,H,H,H,H,5849
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5850
H,H,H,H,H,H,H,W,W,W,W,E,W,W,W,W,X,X,H,H,H,H,H,H,5851
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,5852
H,H,H,H,H,H,H,H,H,H,H,G,H,H,G,H,H,H,H,H,H,H,H,H,5853
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,X,X,5854
H,H,H,H,H,H,H,H,H,H,H,H,X,X,S,S,H,X,X,H,H,H,H,H,5855
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5856
H,H,H,H,H,H,H,P,P,H,H,H,P,H,H,H,H,H,H,H,H,H,H,H,5857
H,H,H,H,H,H,H,P,P,P,P,P,P,H,H,H,H,H,H,H,H,H,H,H,5858
H,H,H,H,H,H,H,H,H,H,V,V,V,V,S,V,V,D,H,H,H,H,H,H,5859
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5860
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5861
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5862
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5863
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,H,H,5864
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,5865
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5866
H,H,H,H,H,H,H,W,W,W,W,W,W,W,D,H,H,H,H,H,H,H,H,H,5867
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,E,H,H,H,5868
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,5869
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5870
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5871
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,5872
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5873
H,H,H,H,H,H,H,H,R,R,R,R,D,H,H,E,H,E,E,R,R,R,H,H,5874
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,R,R,R,H,H,5875
H,H,H,H,H,H,H,H,H,H,H,H,H,P,G,H,H,H,H,H,H,H,H,H,5876
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5877
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5878
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5879
H,H,H,H,H,H,H,H,H,H,V,V,H,H,H,H,H,H,H,H,H,H,H,H,5880
H,H,H,H,H,H,D,H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,H,5881
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5882
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,5883
H,H,H,H,H,H,H,H,H,H,H,E,E,E,H,H,H,H,H,H,H,H,H,H,5884
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,V,V,V,H,5885
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,V,V,V,H,5886
H,H,H,H,H,H,H,H,D,H,H,H,H,E,G,H,H,H,H,H,H,H,H,H,5887
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5888
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5889
H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,5890
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,5891
H,H,H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,H,H,H,H,H,H,5892
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5893
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,5894
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,5895
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5896
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5897
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5898
H,H,H,X,H,H,H,H,H,H,H,Z,Z,Z,X,X,H,H,H,H,H,H,H,H,5899
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,5900
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5901
H,H,H,H,H,H,X,X,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5902
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5903
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5904
H,H,H,H,H,H,H,H,S,H,P,H,X,X,X,G,H,H,H,H,H,H,H,H,5905
H,H,H,H,H,H,H,H,X,H,H,S,X,X,X,G,H,H,H,H,H,H,H,H,5906
H,H,H,H,H,H,W,W,W,W,W,W,G,H,H,H,H,H,H,H,H,H,H,H,5907
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,D,D,H,H,H,H,H,H,5908
H,H,H,H,H,H,H,H,H,H,H,H,P,H,H,R,R,E,R,R,H,H,H,H,5909
H,H,H,H,H,H,H,H,H,V,V,H,H,H,H,R,R,E,R,R,H,H,H,H,5910
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,D,H,H,H,H,H,H,H,5911
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5912
H,H,H,H,H,H,H,H,H,H,H,E,E,G,H,H,H,H,H,H,H,H,H,H,5913
H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,H,H,H,H,H,H,H,5914
H,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,H,H,H,H,H,H,H,H,5915
H,H,H,H,H,H,H,H,H,H,H,H,H,W,H,H,H,H,H,H,X,X,X,X,5916
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,H,H,H,H,H,5917
H,H,H,H,H,H,H,H,R,R,R,R,R,R,R,R,H,H,H,H,H,H,H,H,5918
H,H,H,H,H,H,H,H,R,R,R,R,R,R,R,R,R,R,R,H,H,H,H,H,5919
H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,G,G,H,H,H,H,H,H,5920
H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,G,G,H,H,H,H,H,H,5921
H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,H,C,C,W,C,H,H,H,5922
H,H,H,H,H,H,H,H,D,H,H,H,H,W,W,W,H,H,H,H,H,H,H,H,5923
H,H,H,H,H,H,H,H,H,S,S,S,W,W,W,W,W,H,H,H,H,H,H,H,5924
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,G,G,H,H,H,5925
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5926
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5927
H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,5928
H,H,H,H,H,H,H,H,S,P,P,H,H,H,H,H,H,H,H,H,H,H,H,H,5929
H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,5930
H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,5931
H,H,H,H,H,H,H,H,H,H,H,H,S,W,W,W,W,W,W,W,W,W,W,W,5932
H,H,H,H,H,H,H,H,H,Z,Z,H,H,G,H,H,H,H,H,H,H,H,H,H,5933
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5934
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5935
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5936
H,H,H,H,H,H,V,V,V,V,V,V,H,H,H,H,H,H,H,H,H,H,H,H,5937
H,H,H,H,H,H,C,C,C,D,D,Z,H,H,H,H,H,H,H,H,H,H,H,H,5938
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,5939
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5940
H,H,H,H,H,X,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5941
H,H,H,H,H,H,H,W,W,W,W,E,W,W,W,X,X,X,H,H,H,H,H,H,5942
H,H,H,H,H,H,H,P,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,5943
H,H,H,H,H,H,H,H,D,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,5944
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,5945
H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,5946
H,H,H,H,H,H,H,H,H,H,G,H,H,H,X,H,H,H,H,H,H,H,H,H,5947
H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,5948
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,H,H,H,H,H,5949
H,H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,X,H,H,H,H,H,5950
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,X,H,H,H,H,H,5951
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5952
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5953
H,H,H,H,H,H,H,X,H,H,S,H,R,R,G,H,H,H,H,H,H,H,H,H,5954
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5955
H,H,H,H,H,H,H,H,H,G,G,G,X,H,H,H,H,H,H,H,H,H,H,H,5956
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5957
