income,age,children,sex,bach_degree,cars,activities,start_times
gt35-lt100,20 to 35,no,female,yes,two or more,H_Z_G_H,36060_39780_46980
gt35-lt100,20 to 35,no,female,yes,two or more,H_X_H_Z_G_H,25200_32400_36060_39780_46980
gt35-lt100,35 to 60,no,female,no,one,H_W_H,43200_46800
gt100,35 to 60,yes,female,yes,two or more,H_V_H,39780_57780
gt100,20 to 35,yes,female,yes,two or more,H_G_H,36180_39660
gt100,35 to 60,no,male,no,two or more,H_W_H,25380_57780
gt100,35 to 60,yes,male,yes,two or more,H_W_E_W_H_E_H,21720_43380_46980_57600_72000_75600
lt35,35 to 60,yes,male,yes,two or more,H_W_H,32520_64800
lt35,35 to 60,yes,female,yes,two or more,H_D_H,25500_28920
gt100,above 60,no,male,no,two or more,H_G_W_H,21840_25200_64860
gt100,35 to 60,no,female,no,two or more,H_W_H,28800_61200
gt100,20 to 35,no,female,yes,two or more,H_E_W_H,25260_25320_54180
gt100,35 to 60,yes,male,yes,two or more,H_V_E_G_V_R_V,28860_32460_36180_36240_43380_50400
gt100,35 to 60,yes,female,yes,two or more,H_E_G_H,32460_32520_36060
lt35,35 to 60,no,female,no,two or more,H_W_D_S_G_H,32640_50580_54000_54180_57840
lt35,35 to 60,no,male,no,two or more,H_W_E_W_H,18000_50580_50700_68400
lt35,35 to 60,yes,female,no,two or more,H_P_H_W_H,36000_43200_46860_64980
lt35,35 to 60,yes,male,no,two or more,H_W_H_D_H,18240_50580_64800_65040
lt35,19 and under,yes,male,no,two or more,H_P_H,36000_43200
gt35-lt100,above 60,no,male,no,two or more,H_X_G_H_X_H,39600_43200_43500_54000_57600
gt35-lt100,35 to 60,no,female,yes,one,H_V_G_V,32400_36000_46800
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H_X_H,21600_54180_72000_75840
gt35-lt100,20 to 35,no,male,no,two or more,H_D_W_D_H_X_H,21600_21660_54000_54180_72000_75840
gt35-lt100,above 60,no,female,no,two or more,H_S_G_H_G_H,25440_28980_32400_57600_61260
gt100,35 to 60,no,male,no,two or more,H_W_H,21780_64980
gt100,above 60,no,female,yes,two or more,H_W_H_E_G_H,14580_46980_57720_61500_64800
gt100,35 to 60,no,male,yes,two or more,H_W_H_E_G_H,21720_57600_57720_61500_64800
gt100,35 to 60,yes,male,yes,two or more,H,
gt100,35 to 60,yes,female,yes,two or more,H,
gt100,35 to 60,yes,female,yes,two or more,H_E_H_W_E_G_H,28980_29040_43380_54060_57600_68520
gt100,35 to 60,yes,male,no,two or more,H_W_E_G_D_G_H,43380_54060_57600_57720_57840_68520
lt35,20 to 35,no,male,no,one,H_G_H,54000_54180
lt35,above 60,no,female,no,one,H_W_G_H,32400_46800_46920
lt35,35 to 60,no,male,no,one,H_W_H,39900_57600
gt100,35 to 60,yes,male,yes,two or more,H_G_H_V_E_H,50400_54000_57600_57780_64860
gt35-lt100,above 60,no,female,no,one,H_Z_H_D_S_R_V_H,32640_43260_61380_64800_64860_72180_75600
gt35-lt100,35 to 60,no,female,yes,two or more,H_P_H_E_V_R_D_H,29040_32520_57900_61380_68520_79200_79320
gt35-lt100,20 to 35,no,female,yes,one,H_W_H,25440_61380
gt100,35 to 60,no,male,yes,none,H_W_X_H,32640_64860_72300
gt100,35 to 60,yes,female,yes,two or more,H_D_W_H_R_H,25200_25260_54180_64800_72000
gt100,35 to 60,yes,male,yes,two or more,H_W_H,25200_57780
gt100,35 to 60,no,male,yes,two or more,H_W_H,21840_57720
gt100,35 to 60,no,female,yes,two or more,H_W_G_H,29040_46980_50520
lt35,35 to 60,no,female,no,two or more,H_P_H_W_H,36000_46800_54240_0
lt35,35 to 60,no,female,yes,two or more,H_W_H,14700_50400
lt35,above 60,no,male,yes,two or more,H_E_H_R_H_E_R_H,36000_46860_50460_64800_68400_75600_79380
gt35-lt100,35 to 60,no,female,yes,one,H_X_H_R_H,36180_39780_75840_60
lt35,20 to 35,no,male,yes,none,H_G_H_Z_R_V_H,28860_32580_39840_61440_72240_79500
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H,18060_61380
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H,28800_61380
gt100,20 to 35,yes,female,no,two or more,H_D_W_H,25440_25440_61200
gt100,35 to 60,yes,male,no,two or more,H_W_D_H,21660_54060_54240
lt35,above 60,no,male,no,two or more,H_E_S_W_R_H,28800_28980_39780_57780_64800
gt35-lt100,above 60,no,male,no,two or more,H_W_H_S_H_W_H,18300_28980_32580_32640_47040_57660
gt35-lt100,above 60,no,female,no,two or more,H_W_H,21900_54000
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_W_D_H,25200_25320_57600_57780
gt35-lt100,35 to 60,yes,male,no,two or more,H,
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,25380_68400
gt100,35 to 60,no,male,yes,two or more,H,
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_E_W_H,28920_28980_28980_54180
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H,21780_54240
gt35-lt100,35 to 60,no,male,no,one,H_V_H,50460_57720
gt100,35 to 60,yes,female,yes,two or more,H_D_G_W_S_D_H_S_H,29100_32400_32700_54120_57600_57660_61440_64800
gt100,35 to 60,yes,male,yes,two or more,H_W_E_W_G_D_H_D_G_H,21900_39780_39900_50400_54180_57600_61380_64860_68400
gt35-lt100,35 to 60,no,male,no,two or more,H_G_H_V_H,32580_36060_65040_60
gt100,35 to 60,no,female,no,two or more,H_W_E_W_X_H,25260_39900_43260_57840_64860
gt100,35 to 60,no,male,no,two or more,H_W_H,25200_75600
gt35-lt100,35 to 60,no,female,yes,two or more,H_G_H_G_H,39720_43200_50460_54060
lt35,35 to 60,yes,female,yes,one,H_E_H,32580_32700
gt35-lt100,35 to 60,no,male,no,two or more,H_W_G_H,21840_54240_57720
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H,21840_57840
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H,25320_61200
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_W_D_H,25320_25500_50460_54000
gt100,35 to 60,yes,male,yes,two or more,H_D_H_W_D_W_D_H,28800_28800_32460_54120_54240_57840_57900
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H,28800_61260
gt35-lt100,19 and under,yes,female,no,two or more,H_W_H,18180_57840
lt35,35 to 60,no,female,no,none,H,
gt100,35 to 60,yes,female,yes,two or more,H_R_D_H_E_H_E_R_H,28920_43500_47040_54240_57720_61500_68400_79200
gt100,35 to 60,yes,male,yes,two or more,H_D_H_E_R_H,57600_57660_61500_68460_79200
lt35,20 to 35,no,female,no,one,H,
gt35-lt100,19 and under,yes,female,no,two or more,H_C_H_W_H_G_H,39600_43200_50640_82980_83100_60
gt35-lt100,19 and under,yes,female,no,two or more,H_C_H,25380_54000
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,54180_79200
gt35-lt100,35 to 60,yes,female,yes,one,H_R_G_H_E_R_H,32700_39780_43380_61200_65040_79200
gt100,20 to 35,no,male,yes,two or more,H_W_G_H,21900_57600_57900
gt100,20 to 35,no,female,yes,two or more,H_W_H,21900_54300
gt100,above 60,no,male,yes,two or more,H_P_H_W_H,25200_25380_29040_64800
gt35-lt100,20 to 35,no,male,yes,one,H_X_W_H,21780_28860_61200
gt100,35 to 60,yes,male,no,two or more,H_S_G_H_Z_H,32400_32400_32580_57840_64800
gt100,35 to 60,yes,female,no,two or more,H_Z_H,57840_64800
gt100,35 to 60,yes,female,yes,two or more,H_W_G_H,21720_43200_46860
gt100,35 to 60,yes,female,yes,two or more,H_W_D_G_H,28920_57840_61200_61500
gt100,35 to 60,yes,male,yes,two or more,H_W_H,25380_61260
gt100,35 to 60,yes,female,yes,two or more,H_E_G_H,39780_46800_50580
gt100,35 to 60,no,female,yes,two or more,H_W_H_E_H_X,46800_50400_64860_65040_72180
gt35-lt100,35 to 60,yes,female,yes,two or more,H_R_H,64980_68580
gt35-lt100,35 to 60,yes,male,no,two or more,H_R_H,28980_57780
gt100,35 to 60,yes,male,yes,two or more,H_W_H_C_W_C_H,21660_46860_61320_68580_72120_75720
gt100,20 to 35,yes,female,yes,two or more,H_D_H_W_H,29100_32460_47040_57780
lt35,above 60,no,female,no,one,H_X_G_H_X_H,28860_32460_36060_39720_43440
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H,46980_79380
gt35-lt100,20 to 35,no,male,no,two or more,H_W_H,36240_72240
gt35-lt100,20 to 35,yes,male,yes,one,H_V_H,21780_43200
gt100,35 to 60,no,female,yes,one,H_W_H,25200_68400
gt100,35 to 60,no,male,yes,two or more,H_X_H_W_H,18060_21780_25380_61440
gt100,35 to 60,no,female,yes,two or more,H_E_W_E_W_X_H,25260_25380_39660_43380_54240_64800
lt35,20 to 35,yes,female,yes,two or more,H_P_H_G_H_D_H,25380_28860_46800_50640_54060_54300
lt35,35 to 60,yes,male,yes,two or more,H_W_H,25200_64800
gt100,20 to 35,no,male,yes,two or more,H_W_H_X_H,18000_61200_64980_68460
gt35-lt100,above 60,no,male,no,one,H,
lt35,above 60,no,female,no,two or more,H_W_H,28860_61260
lt35,20 to 35,no,female,no,two or more,H_G_X_H,32580_43440_46980
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_G_W_G_H,14580_43440_46920_57900_61200
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H_W_H,28980_50400_64800_75840
gt35-lt100,19 and under,yes,male,no,two or more,H_W_H,25440_61200
gt35-lt100,above 60,no,female,yes,two or more,H_E_H,64980_75600
gt100,35 to 60,no,male,yes,two or more,H_W_E_G_H,25200_57900_68640_72000
gt100,35 to 60,no,female,yes,two or more,H_S_H_W_H_E_G_H,43500_46800_50640_61440_64860_68640_72000
gt100,35 to 60,no,male,yes,two or more,H_W_H_G_X,25260_46860_50700_61380
gt100,35 to 60,no,female,yes,two or more,H_G_H,50700_61380
gt35-lt100,20 to 35,yes,female,no,two or more,H_W_H_E_H_W,21600_25200_64800_64980_79500
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H_V_H,14580_54180_57780_68580
lt35,above 60,no,female,no,none,H,
gt100,35 to 60,no,male,yes,two or more,H_W_H,18000_61380
gt100,20 to 35,no,male,yes,two or more,H_W_S_H,25260_61200_64860
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_E_R_W_G_H,28920_43380_43440_43500_57900_61440
gt35-lt100,35 to 60,no,male,yes,two or more,H_X_G_H,46980_50400_54240
gt100,35 to 60,no,male,yes,two or more,H_W_H,25260_61200
gt35-lt100,20 to 35,no,male,no,two or more,H_W_H_R_H,18180_50400_61200_82980
lt35,19 and under,yes,male,no,none,H_C_H,25500_54300
gt100,35 to 60,yes,male,yes,two or more,H_D_W_H,25440_25500_61260
gt100,35 to 60,yes,female,yes,two or more,H_W_D_H,25200_54180_54240
gt100,35 to 60,no,female,yes,two or more,H_G_H_W_H,32580_39660_46860_79440
gt100,35 to 60,no,male,no,two or more,H_G_H,39720_39840
gt35-lt100,20 to 35,no,male,yes,one,H_G_H,75600_79440
gt100,35 to 60,no,male,yes,two or more,H_W_H_E_H,25380_61200_68520_75780
gt100,35 to 60,no,female,no,two or more,H_W_X_W_G_H_E_H,28800_39780_43440_61200_65040_68520_75780
gt35-lt100,35 to 60,yes,male,yes,one,H_P_E_G_H,29040_39840_43260_43320
gt35-lt100,20 to 35,no,female,yes,one,H_E_H_G_V_H,43200_46800_64800_64860_82860
gt100,35 to 60,no,male,yes,two or more,H_R,36000
gt100,35 to 60,no,female,yes,two or more,H,
gt100,35 to 60,no,female,yes,two or more,H_V_E_V_G_H,39900_46920_46980_50580_54000
gt100,35 to 60,no,male,yes,two or more,H_V_G_H,39900_50580_54000
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H,25200_57600
gt100,35 to 60,yes,female,yes,two or more,H_D_H_D_H,28920_29040_50700_54060
gt100,35 to 60,yes,male,yes,two or more,H_W_H_G_H,28800_61260_61440_68400
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_W_H_D_R_H,28860_28980_54060_61440_61500_68400
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H_X_H,21720_57780_64800_75600
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,46980_79200
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H,50640_82980
gt35-lt100,19 and under,yes,female,no,two or more,H_W_H,36180_57600
gt35-lt100,19 and under,yes,female,no,two or more,H_C_H_W_H,25200_50520_54180_68580
gt100,35 to 60,yes,male,yes,two or more,H_X_H_X_H_E_H_G_H_X_H,25380_25500_29040_36240_61380_64860_64980_72240_75660_75720
gt100,35 to 60,yes,male,yes,two or more,H_W_H,28800_61380
gt100,20 to 35,yes,male,yes,two or more,H_W_H,54000_57600
gt100,20 to 35,yes,female,yes,two or more,H_G_W_S_P_H,21840_25200_54180_57660_64800
lt35,35 to 60,no,female,no,one,H_W_E_H_G_H_W,21780_25380_28980_39600_43200_79200
gt100,35 to 60,no,female,yes,two or more,H_X_H_E_W_Z_C_H,14580_18180_21660_21780_54000_57840_72180
gt35-lt100,above 60,no,female,no,one,H_W_H,54180_57780
gt35-lt100,above 60,no,female,yes,one,H_W_H,25320_57600
gt100,above 60,no,male,yes,two or more,H_W_H,21780_61200
gt100,20 to 35,yes,male,yes,two or more,H_W_H_R_H,21780_61260_64800_68400
lt35,35 to 60,yes,male,no,two or more,H_W_H_X_H,25260_57780_68580_72180
lt35,19 and under,yes,male,no,two or more,H_C_H,25500_54120
gt35-lt100,35 to 60,yes,female,yes,one,H_W_H,28800_54300
gt100,35 to 60,no,female,no,two or more,H_W_H,28800_64980
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H,25380_61200
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H,21900_57600
gt35-lt100,35 to 60,no,female,yes,one,H_W_V_R_H,32400_54060_72000_79380
gt35-lt100,above 60,no,male,no,two or more,H_E_S_D_G_H_D_H,43380_46980_47100_50400_54060_57660_57780
gt35-lt100,above 60,no,female,no,two or more,H_P_G_E_H_E_S_H,25320_28800_29040_32400_43380_46980_47040
gt35-lt100,35 to 60,no,male,no,two or more,H_W_E_H,21840_57660_57840
gt35-lt100,above 60,no,female,no,two or more,H_W_H,50520_82980
gt35-lt100,20 to 35,yes,female,yes,two or more,H_W_H,21780_25380
gt35-lt100,20 to 35,yes,male,no,two or more,H_G_H,43200_43320
gt35-lt100,above 60,no,male,no,two or more,H_W_H,25380_57600
gt35-lt100,35 to 60,no,female,yes,one,H_D_W_X_W_G_H,28860_28980_57600_61320_79260_79440
gt35-lt100,above 60,no,male,no,two or more,H_W_H,18120_50520
gt100,35 to 60,no,male,yes,two or more,H_E_H,57660_61500
gt100,35 to 60,no,female,yes,two or more,H_E_H,57660_61500
gt35-lt100,35 to 60,no,female,no,one,H_D_V_G_V,39600_39780_54180_68400
lt35,35 to 60,no,male,no,none,H_W_H,14400_50580
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_E_W_H_X_H,25440_43200_43500_64980_68460_72000
gt35-lt100,20 to 35,no,female,no,two or more,H,
lt35,35 to 60,no,female,no,one,H,
gt35-lt100,35 to 60,no,female,yes,one,H_Z_H_R_V_H,29040_36060_39840_54180_68460
gt35-lt100,35 to 60,yes,male,yes,two or more,H,
gt100,35 to 60,no,female,no,two or more,H_W_G_H_X_W_H,25320_46980_50400_50460_50580_57780
gt100,35 to 60,no,male,no,two or more,H_W_H,21720_61200
gt35-lt100,35 to 60,yes,female,no,two or more,H_E_W_S_E_G_W_H,25380_25500_39780_39900_43200_43260_57660
gt35-lt100,19 and under,yes,male,no,two or more,H_C_D_H_X_H,25380_54180_54300_68400_72180
gt100,35 to 60,yes,male,no,two or more,H_G_H_S_R_H,36240_43440_64800_64920_75600
gt100,19 and under,yes,female,no,two or more,H,
gt35-lt100,35 to 60,no,female,no,two or more,H_S_R_H_G_X_G_H,39660_39720_46800_57720_57900_64800_64920
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_D_V,18240_54120_79380
gt35-lt100,20 to 35,no,female,yes,one,H_E_G_V_H,32400_36180_46980_72180
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_P_H_W_H,25500_36180_43380_47100_61200
gt35-lt100,35 to 60,no,female,no,two or more,H_W_G_H,25200_43380_50640
gt35-lt100,19 and under,yes,female,no,two or more,H_S_G_H,39600_39840_46920
gt100,above 60,no,female,yes,two or more,H_W_E_H_E_H,32580_39780_46980_64860_72240
gt100,35 to 60,no,male,yes,two or more,H_W_G_H,28800_61380_64860
gt100,35 to 60,no,female,no,two or more,H_W_G_H,21600_57600_57900
lt35,20 to 35,no,male,no,two or more,H_G_W_H,21600_25200_61200
lt35,20 to 35,no,female,no,two or more,H_W_H,25440_57600
gt100,35 to 60,no,female,yes,two or more,H_S_W_G_X_H,36000_36240_57780_61380_68400
lt35,35 to 60,no,female,no,two or more,H,
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,64800_68400
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,18000_46980
gt35-lt100,35 to 60,no,female,yes,two or more,H_G_E_G_P_G_E_H,32460_32580_39600_43260_54000_57780_61260
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H,28800_61320
lt35,35 to 60,no,male,no,two or more,H_G_H,54060_57840
lt35,above 60,no,male,no,one,H_W_E_W_R_H,43380_57840_61200_75720_82860
gt35-lt100,35 to 60,yes,male,yes,two or more,H_X_W_S_W_H,28800_32460_43380_43500_64800
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_H_W_S_H_D_H,18240_21600_25380_43200_46800_57660_57780
gt35-lt100,19 and under,yes,male,no,two or more,H_W_H_V_H,28980_57780_61380_68400
gt35-lt100,19 and under,yes,female,no,two or more,H_C_H,18240_57780
gt100,35 to 60,yes,male,yes,two or more,H_V_E_V_R_V,36000_39600_50400_64980_79380
gt100,35 to 60,yes,female,yes,two or more,H_V_E_V,36000_39600_50400
gt35-lt100,20 to 35,no,male,no,two or more,H_R_H,21840_82980
gt100,35 to 60,yes,female,yes,two or more,H_E_W_S_G_W_D_R_H,25440_28800_43320_43380_46800_57840_61380_68700
gt100,35 to 60,yes,male,no,two or more,H_D_H_G_W_H_W_H,25380_25440_32460_32640_47040_50580_64800
lt35,35 to 60,no,female,no,two or more,H_X_H_G_H_V_H,28800_28860_46860_50580_54000_68640
gt35-lt100,35 to 60,no,male,no,one,H,
gt100,35 to 60,no,male,no,two or more,H,
gt35-lt100,above 60,no,female,no,one,H_W_E_H,21780_57780_61320
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,36180_68520
gt35-lt100,20 to 35,yes,female,yes,one,H_W_H,32580_61200
lt35,35 to 60,yes,male,no,two or more,H_S_G_H,46800_46920_47100
lt35,19 and under,yes,female,no,two or more,H_C_H,25260_57600
gt100,35 to 60,yes,male,yes,two or more,H_D_W_D_H,28800_29040_57900_61260
gt100,35 to 60,yes,female,yes,two or more,H_D_W_D_H,28800_29040_57900_61260
gt35-lt100,35 to 60,yes,female,yes,two or more,H_E_G_R_H_G_H,39780_47040_50700_54240_57780_61380
gt35-lt100,35 to 60,yes,male,yes,two or more,H_E_G_R_H,39780_47040_50700_54240
gt35-lt100,above 60,no,male,yes,two or more,H_G_H,43200_43260
gt35-lt100,20 to 35,no,female,yes,one,H_W_H,28800_68400
lt35,35 to 60,no,male,no,two or more,H_W_H,14700_50640
lt35,35 to 60,no,female,yes,two or more,H_W_H,28980_61380
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H_D_H_G_H,18240_50700_75660_75720_75900_79200
gt35-lt100,35 to 60,yes,male,yes,two or more,H_X_Z_H_G_H_D_W,32640_36240_46800_47040_50460_54180_54180
gt35-lt100,20 to 35,yes,male,no,two or more,H_Z_H,36240_46800
gt35-lt100,20 to 35,yes,male,no,two or more,H_Z_H_W_H,36180_46800_50520_82920
gt35-lt100,19 and under,yes,female,no,two or more,H_Z_H_W_H,36240_46800_54180_75720
gt100,20 to 35,no,female,yes,two or more,H_X_H_W_H,36000_39780_46800_75660
gt100,35 to 60,no,male,no,two or more,H_W_X_G_H,25200_64980_72000_72180
gt100,35 to 60,no,male,yes,two or more,H_W_H_E_H,46980_57780_61200_64980
lt35,20 to 35,no,female,yes,one,H,
gt35-lt100,35 to 60,no,female,yes,none,H_W_H,25320_61380
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_W_H,21780_25200_57780
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_D_H,21840_50700_54060
gt35-lt100,35 to 60,no,male,yes,two or more,H_G_W_D_G_V_H,21600_21600_54000_57600_57780_64980
gt35-lt100,35 to 60,no,female,yes,two or more,H_S_G_H_G_V_H,32400_32400_32580_57600_57780_64980
gt100,above 60,no,male,yes,two or more,H_V_H,32400_50580
gt35-lt100,35 to 60,yes,male,yes,one,H_W_H_X_H,18240_61200_64800_72000
lt35,20 to 35,no,female,yes,one,H_G_H_E_H_S_R_H,32460_32580_50400_54120_57780_64860_75780
gt100,20 to 35,no,male,no,two or more,H_W_H_W_H_V_H,21720_32460_57780_64860_65100_79440
gt35-lt100,20 to 35,no,female,yes,one,H_W_H,72000_75600
lt35,above 60,no,female,no,one,H_W_S_H_D_H,25200_46980_50640_57600_57900
gt35-lt100,35 to 60,no,male,no,one,H_W_H_G_H,21780_57780_68400_68700
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_D_H_X_H,14580_50400_50640_64800_68400
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_X_H,18180_64800_68400
gt35-lt100,20 to 35,yes,female,no,two or more,H_D_H_D_W_D_H,25260_25380_36000_36120_61440_64800
gt35-lt100,above 60,no,female,no,one,H_W_S_P_E_H,25200_57600_57900_64800_64920
gt100,35 to 60,no,female,yes,two or more,H_G_S_G_E_H,32520_32640_32700_36060_36060
gt100,35 to 60,no,male,yes,two or more,H,
gt35-lt100,above 60,no,male,yes,two or more,H_W_H_W_H_S_H,18180_39660_39900_54060_61500_64920
gt35-lt100,35 to 60,no,female,no,two or more,H_W_S_G_H,32400_61440_61500_68400
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_D_Z_H,28980_57600_57840_64980
gt35-lt100,20 to 35,yes,female,yes,two or more,H_Z_H,57780_64980
gt100,35 to 60,no,male,no,two or more,H_W_H,25200_57780
gt100,35 to 60,no,female,no,two or more,H_W_G_H,25380_57600_64920
gt35-lt100,20 to 35,no,male,yes,one,H_W_X_W_H,25260_39600_39900_64980
gt100,20 to 35,no,male,yes,two or more,H_W_H,28860_61440
gt100,20 to 35,no,female,yes,two or more,H_W_G_H,25440_54180_61440
gt100,35 to 60,no,male,no,one,H_W_H,25380_57600
gt100,35 to 60,no,female,yes,one,H_W_H,25200_61260
gt35-lt100,35 to 60,no,male,yes,one,H_E_W_H_W_H,43200_43260_57780_64800_65100
gt35-lt100,above 60,yes,male,yes,two or more,H_W_E_H,25380_39720_39840
gt35-lt100,20 to 35,yes,female,yes,two or more,H_W_D_H,25380_57840_61260
gt100,20 to 35,yes,male,yes,two or more,H_D_W_D_H_X_H,25200_25200_57600_57780_65100_72180
gt100,20 to 35,yes,female,yes,two or more,H_W_H,25380_61380
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H,21720_25320
gt35-lt100,35 to 60,no,male,yes,one,H_S_G_H_W_H,36180_36240_39780_43200_54180
gt35-lt100,above 60,no,female,no,two or more,H,
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,25380_61200
gt100,above 60,no,male,yes,one,H_W_P_W_G_W_G_H,28860_36120_43200_50400_50520_64980_68460
lt35,20 to 35,yes,male,no,two or more,H_C_H_W_H,36000_50580_54180_75660
gt100,35 to 60,yes,female,yes,two or more,H_W_H,21840_57780
gt100,35 to 60,yes,male,yes,two or more,H_W_H,21780_57600
gt35-lt100,35 to 60,yes,male,yes,two or more,H_D_W_H_E_G_H,28920_28980_57840_61380_64980_68460
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_H_W_H_D_G_H,25380_25440_28860_47100_54000_57660_68400
gt100,above 60,no,male,no,two or more,H_W_P_G_W_H,21720_32520_36180_39600_54060
gt100,35 to 60,no,male,no,two or more,H_G_W_H_P_H_W_H,25440_25500_36180_43200_46980_50460_61260
gt35-lt100,above 60,no,female,yes,two or more,H_S_D_W_H,14400_18240_21660_65100
gt100,20 to 35,yes,male,yes,two or more,H_W_H,21900_57840
gt100,20 to 35,yes,female,yes,two or more,H_D_W_D_H,25500_28800_54300_61320
gt35-lt100,35 to 60,no,female,no,two or more,H_D_E_G_D_G_H_Z_E_H,39720_39780_50400_50580_54000_54300_57720_64920_72120
gt100,20 to 35,yes,male,yes,two or more,H_W_H,21900_61200
gt35-lt100,35 to 60,yes,female,no,one,H_W_E_W_H,25380_39780_39900_61200
gt100,35 to 60,yes,male,yes,two or more,H_W_H,21840_54000
gt100,35 to 60,yes,female,yes,two or more,H_P_E_D_G_H,43380_50400_54000_54060_57780
gt100,20 to 35,yes,male,no,two or more,H_W_X_H,25500_54000_61200
gt100,19 and under,yes,female,no,two or more,H_C_P_E_D_S_H,25200_43380_50400_54000_54060_54240
gt35-lt100,35 to 60,no,male,no,two or more,H,
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,14520_46800
gt35-lt100,19 and under,yes,female,no,two or more,H,
gt35-lt100,35 to 60,yes,male,yes,two or more,H_D_H_W_H,25260_25320_50460_82800
gt35-lt100,19 and under,yes,male,no,two or more,H_C_H,25260_54000
gt35-lt100,35 to 60,yes,female,no,one,H_D_H_S_D_H,25380_25440_57840_57900_61260
gt35-lt100,35 to 60,yes,female,no,two or more,H_S_H_D_W_H,14460_14700_21840_21900_64980
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_E_W_D_H,25320_43260_46860_64800_68460
gt35-lt100,20 to 35,yes,male,no,two or more,H_C_H_W_H,32580_43260_54060_75660
gt35-lt100,19 and under,yes,male,no,two or more,H_C_H_W_H,36000_43260_50520_75660
gt35-lt100,35 to 60,no,female,yes,one,H_W_H,25200_65040
lt35,20 to 35,yes,male,no,one,H_W_H_X_H_W,21600_25200_28860_32520_50640
gt100,35 to 60,yes,male,yes,two or more,H_Z_G_H,36240_43260_46800
gt100,35 to 60,yes,female,yes,two or more,H_Z_H,32400_43260
gt100,20 to 35,yes,female,no,two or more,H,
lt35,35 to 60,yes,female,no,one,H_S_H_G_H_W_H,25380_28800_36180_46800_57600_75600
lt35,19 and under,yes,male,no,one,H,
gt100,35 to 60,no,female,no,two or more,H_W_H,25440_57780
gt100,35 to 60,no,male,no,two or more,H_W_H_G_H_E_H,21840_25440_47100_50640_54060_54240
gt100,20 to 35,no,male,no,two or more,H_E_H_V_H,54060_54240_57660_79260
gt35-lt100,35 to 60,no,female,no,one,H_W_P_H,21840_43260_50640
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H_V_H_W_G_H_W_H_E_R_H,21900_28800_32640_36000_36300_43260_46980_50640_54300_57660_64860_72240
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H_W,25260_28860_61380
gt100,35 to 60,no,male,yes,two or more,H_W_E_W_H_E_H,25260_43200_43380_61200_68400_75600
gt100,35 to 60,no,female,no,two or more,H_W_H_E_H,28980_64800_68400_75600
gt100,20 to 35,no,male,yes,two or more,H_W_R_H_R_H,28800_57780_64980_68580_180
lt35,above 60,no,male,yes,two or more,H_X_H_W_H,18240_21900_25380_57780
gt35-lt100,35 to 60,no,male,yes,two or more,H,
lt35,20 to 35,no,female,no,two or more,H_G_H,54000_54180
gt35-lt100,above 60,no,male,yes,two or more,H_W_H,25440_46860
gt35-lt100,above 60,no,female,no,two or more,H_W_H,28920_64860
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,32700_50400
