income,age,children,sex,bach_degree,cars,activities,start_times
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H_E_G_H,21660_43200_54000_57660_61380
gt35-lt100,35 to 60,yes,male,yes,none,H_G_W_H,25380_28980_64860
gt100,20 to 35,yes,male,no,two or more,H_W_X_H,21780_54180_61260
gt100,35 to 60,yes,male,yes,two or more,H_R_V_H,39720_50520_75780
gt100,35 to 60,yes,female,yes,two or more,H_R_V_H,39720_50520_75780
lt35,above 60,no,male,no,none,H_W_H_R_H,50400_57600_61380_64920
gt100,35 to 60,yes,female,yes,two or more,H_W_H_D_H,25320_57780_61260_61380
gt35-lt100,above 60,no,female,no,two or more,H_W_S_E_H,21780_54240_61380_68400
gt35-lt100,35 to 60,no,female,yes,one,H_G_S_W_G_W_S_H,25260_25260_25320_46920_47040_57720_64800
gt100,35 to 60,no,male,yes,two or more,H_W_H,25380_54060
gt100,35 to 60,no,female,yes,two or more,H_W_H,28800_46800
gt35-lt100,35 to 60,yes,male,yes,one,H_G_H,32580_36060
gt100,20 to 35,no,male,yes,two or more,H,
gt35-lt100,20 to 35,no,female,no,two or more,H_E_W_H,25440_25500_61200
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H,25440_64800
lt35,35 to 60,no,female,no,none,H_W_H,18240_68460
gt35-lt100,above 60,no,male,yes,two or more,H_S_G_H_W_H,39660_43500_50400_57780_64920
gt100,20 to 35,yes,male,yes,two or more,H_W_E_W_G_H,21840_39600_39840_57840_61260
gt100,20 to 35,yes,female,yes,two or more,H_D_H_X_D_H,25440_28860_54120_61260_61380
gt100,35 to 60,no,female,yes,two or more,H_Z_X_H_G_H,28860_36060_43260_43440_46800
gt100,35 to 60,no,male,yes,two or more,H_Z_X_H,28860_36060_43260
gt100,20 to 35,no,male,yes,two or more,H_V_E_V_H,39600_43200_46800_46980
gt100,20 to 35,no,male,no,two or more,H_V_E_H,39780_43380_46980
gt35-lt100,35 to 60,no,male,yes,one,H_S_V_G_H_R_H_G_H,36000_36240_43260_47100_50700_57600_68400_68520
lt35,35 to 60,no,female,no,none,H_S_G_H_X_G_X_V_H,25200_25380_28860_39600_39720_46920_54120_64800
gt100,35 to 60,yes,male,yes,two or more,H_W_H,25500_64980
gt100,35 to 60,yes,male,yes,two or more,H_W_H,25380_61260
gt100,35 to 60,yes,female,yes,two or more,H_R_E_H,54180_68460_68640
lt35,35 to 60,no,male,yes,two or more,H_G_W_H,46800_54060_7200
lt35,20 to 35,no,male,no,two or more,H_E_H,54000_61380
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_H,21780_57720
lt35,above 60,no,female,no,one,H_W_S_G_H_W_E_R_H,18240_29100_32400_32520_47040_57900_61260_68460
gt100,35 to 60,yes,female,yes,two or more,H_W_H_Z_H,32580_61440_64980_72000
gt100,35 to 60,yes,male,yes,two or more,H_D_H_D_H_Z_H,28860_28920_54180_54300_64980_72000
gt35-lt100,35 to 60,no,male,no,two or more,H_W_G_H,50460_82800_60
gt35-lt100,35 to 60,no,female,no,two or more,H_W_X_H,25380_61200_65040
gt100,35 to 60,yes,female,yes,two or more,H_D_W_H_P_H_Z_H,21660_21780_57600_61200_61380_64800_72000
gt100,35 to 60,yes,male,yes,two or more,H_W_D_H,25380_57600_57720
lt35,35 to 60,no,female,yes,one,H_W_P_H,21660_61440_68400
gt35-lt100,35 to 60,no,female,yes,one,H_G_W,39840_43440
gt35-lt100,20 to 35,no,female,yes,one,H_E_W_H,28920_29040_64920
gt35-lt100,35 to 60,no,male,yes,one,H_W_R_H_G_S_H_X_H,18240_47040_54000_54240_57660_57720_57780_61200
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_E_W_H,25260_39780_39840_64800
gt35-lt100,above 60,no,female,no,one,H_G_W_H,21840_21900_57600
gt35-lt100,above 60,no,male,no,one,H,
gt100,35 to 60,no,female,no,two or more,H_V_G,36060_43200
gt100,35 to 60,no,female,no,two or more,H_E_H_V_H,29040_32400_50400_57780
gt100,35 to 60,yes,male,yes,two or more,H_D_W_H,25440_28800_57900
gt100,35 to 60,yes,male,yes,two or more,H_W_D_H_W_H_E_H,25260_28920_36060_39660_64800_64980_68580
gt100,35 to 60,no,male,no,two or more,H_W_G_H,21660_57600_57780
gt35-lt100,35 to 60,no,female,no,two or more,H_R,21780
gt100,20 to 35,no,male,yes,two or more,H_W_X_W_H,21900_46860_46980_57660
gt100,20 to 35,no,female,yes,two or more,H_W_H_X_H,21840_54000_64800_68400
lt35,35 to 60,no,female,no,one,H_G_H,46860_46920
gt35-lt100,35 to 60,no,male,no,two or more,H_D_W_H_E_H,29040_29040_61320_61440_64920
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_G_H,21840_54180_57660
lt35,35 to 60,no,female,no,two or more,H_P_H,32640_39720
lt35,above 60,no,female,no,one,H_W_H_S_G_H,25440_46980_54000_57600_57780
gt100,35 to 60,yes,female,yes,two or more,H_S_H_S_E_H_E_H,46860_47100_54060_57780_61200_68400_68460
gt100,35 to 60,yes,male,no,two or more,H_W_H_S_H_E_H,21660_43200_46860_47100_68400_68460
gt35-lt100,20 to 35,no,female,yes,one,H_W_G_H,21720_72000_72180
lt35,35 to 60,no,male,yes,one,H_W_Z_H,28800_54300_72060
lt35,above 60,no,male,yes,one,H_W_H_Z_H,32460_50400_57720_72060
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H_X_H_R_H,25440_54240_57840_61260_68400_68520
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_G_H_R_H,25320_57780_61380_68400_68520
gt100,above 60,no,female,no,two or more,H_W_H,25200_61200
lt35,20 to 35,yes,female,no,one,H_D_W_H_G_H,25440_25500_50700_54300_57900
gt100,35 to 60,yes,male,no,two or more,H_D_W_H_G_E_H,21900_25260_57780_64980_68460_68640
gt100,35 to 60,yes,female,yes,two or more,H_W_D_H,21900_54180_57600
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H_X_H_X_S_H,21660_54000_54240_61260_68400_68400_72180
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H,50700_79200
lt35,35 to 60,yes,male,no,two or more,H_D_H_E_H,25380_25500_43200_46920
lt35,35 to 60,yes,female,yes,two or more,H_W_D_H_R_H,25380_57900_61260_64980_82920
gt100,20 to 35,yes,male,yes,one,H_W_X_H,18300_68580_68640
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H_D_H_V_H,39660_50400_54120_54300_64860_75600
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H_X_H,21840_61200_64800_68400
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H,14580_43500
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,18120_54180
gt35-lt100,35 to 60,yes,female,no,one,H_D_W_P_V_G_H,25260_25320_61200_61500_64980_68520
lt35,above 60,no,female,no,one,H_E_G_H,25320_28920_36060
gt35-lt100,35 to 60,no,female,no,none,H_X_H_E_W_E_H,18060_21780_25380_28920_61200_61320
gt100,35 to 60,yes,male,no,two or more,H_W_D_H_R_E_H,50400_54000_54300_61260_64920_68460
gt100,20 to 35,yes,female,yes,two or more,H_D_W_R_E_H,28980_29100_61260_64920_68460
gt100,35 to 60,yes,male,yes,two or more,H_W_H_E_R_H,28980_54300_57660_68460_82800
gt100,35 to 60,no,female,yes,two or more,H,
gt100,35 to 60,no,male,no,two or more,H_W,75840
lt35,35 to 60,no,female,no,one,H_G_H_V_H,54300_57720_61260_75600
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_G_H,43380_64800_72240
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_G_W,28920_64800_72240
gt35-lt100,20 to 35,no,female,yes,one,H_W_H,28920_61200
gt100,35 to 60,no,male,no,two or more,H_W_E_W_H,28800_39780_43260_64800
gt100,35 to 60,no,female,no,two or more,H_G_W_R_W_H,36000_36060_39780_43200_64800
gt100,20 to 35,no,male,no,two or more,H_W_E_W_H,32640_54000_54180_75840
gt100,20 to 35,no,female,yes,two or more,H_W_E_W_H,28860_43380_46800_61380
gt100,35 to 60,no,female,yes,two or more,H_W_H,28980_64980
gt35-lt100,above 60,no,female,no,two or more,H_X_H_W_H,21600_25260_25440_57900
gt100,35 to 60,yes,male,yes,two or more,H_W_D_H,21780_57600_68580
gt35-lt100,35 to 60,no,female,no,none,H,
lt35,20 to 35,no,male,yes,none,H_W_H_X_H,32580_61200_61260_68640
lt35,20 to 35,no,female,no,one,H_W_H_D_H_D_H,18060_43200_50460_50520_79200_79260
lt35,20 to 35,no,male,yes,one,H_X_H_W_H,43200_43320_50460_79260
gt100,above 60,no,male,no,two or more,H_W_X_E_W_H,36000_39600_43440_46980_57720
gt100,above 60,no,female,yes,two or more,H_W_X_E_W_H,29040_43260_46980_50580_57720
lt35,35 to 60,no,female,no,two or more,H_W_G_H_W,21780_25380_29100_79260
lt35,above 60,no,male,no,one,H_G_W_G,25200_28800_43200
gt100,35 to 60,no,male,yes,two or more,H_W_H,21900_57780
gt100,35 to 60,no,female,yes,two or more,H_W_H,21900_57900
gt35-lt100,20 to 35,yes,female,yes,two or more,H_W_H_G_H,25260_61200_64800_68400
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H,25200_57780
gt100,above 60,no,male,yes,two or more,H,
gt100,above 60,no,female,no,two or more,H_X_H_G_H,32640_39660_46980_54240
gt35-lt100,35 to 60,yes,male,no,one,H_W_X_H_W,18180_21780_36000_72240
gt35-lt100,above 60,no,male,no,two or more,H_W_P_W_H,18120_25380_29040_57780
gt35-lt100,35 to 60,yes,male,no,two or more,H_D_W_H,25200_25200_64800
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_H_D_H,28800_28800_54000_54060
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_D_R_H,25380_57840_61320_65040
gt100,35 to 60,yes,female,yes,two or more,H_D_W_E_W_H_Z_H,28860_28980_43380_46980_61200_64980_72060
gt100,19 and under,yes,male,no,two or more,H_C_H,25440_61200
gt100,35 to 60,no,female,no,two or more,H_W_H_R_H,25260_61200_64980_75600
gt100,35 to 60,no,female,yes,two or more,H_W_H,25260_61260
gt100,35 to 60,no,male,yes,two or more,H_W_H_E_H,25500_61200_64800_64860
lt35,20 to 35,no,female,no,one,H_C_H_W_H_C_H_C_H,25440_32460_32580_39840_43260_47040_54060_57840
gt100,35 to 60,yes,female,yes,two or more,H_W_D_H,21600_54180_61320
gt100,35 to 60,yes,male,yes,two or more,H_D_W_H,28980_32400_64920
gt35-lt100,35 to 60,yes,female,yes,two or more,H_E_W_E_W_D_E_G_R_G_H,25320_25500_43260_46860_61380_64860_68640_72240_72300_79260
gt100,35 to 60,yes,female,yes,two or more,H_R,36000
gt100,35 to 60,yes,male,yes,two or more,H,
gt35-lt100,above 60,no,male,yes,one,H_W_H_X_G_H,29100_50580_54180_64860_65040
gt100,20 to 35,yes,female,yes,two or more,H_W_H,25320_61440
gt100,35 to 60,yes,female,yes,two or more,H_W_H,25200_61260
gt35-lt100,20 to 35,no,male,yes,one,H_X_H_W_E_W_H_S_V,25200_25260_25380_43200_43320_61200_61500_64860
gt100,35 to 60,no,male,no,two or more,H_W_H,25440_61200
lt35,20 to 35,no,male,no,none,H_W_H,28800_50580
gt35-lt100,35 to 60,no,female,yes,one,H_Z_V_H,36000_46980_57780
gt100,35 to 60,no,male,yes,two or more,H_W_H,25200_61320
gt100,20 to 35,no,female,yes,two or more,H_W_H,25320_57600
lt35,20 to 35,no,female,no,two or more,H_W_H,25200_64800
lt35,20 to 35,no,male,no,two or more,H_W_H,25260_61200
gt35-lt100,35 to 60,no,female,yes,two or more,H_G_W_H_X_G_R_H,25380_25440_39660_54180_57780_61200_72180
gt100,35 to 60,yes,female,yes,two or more,H_D_W_X_D_H_R_H,25380_28800_47040_54060_54240_57600_57900
gt100,35 to 60,yes,male,yes,two or more,H_W_H_W_H,32400_46980_54060_57840
gt35-lt100,20 to 35,no,female,yes,one,H_V_H,46800_64800
gt100,35 to 60,no,male,no,two or more,H_W_H,57600_61200
gt100,above 60,no,male,no,two or more,H_G_H_Z_H,46860_47040_61320_68400
gt35-lt100,35 to 60,yes,male,yes,two or more,H_X_H_V_H_V_H,32700_39600_47040_54240_61200_72180
gt35-lt100,35 to 60,yes,female,yes,two or more,H_V_H,61200_72180
gt35-lt100,35 to 60,no,female,no,two or more,H_R_E_H_G_H,36000_39720_39840_57840_64920
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_E_H,25440_46980_47040
lt35,above 60,no,male,no,one,H_E_H_Z_H,21780_21840_29100_36000
gt100,20 to 35,no,female,yes,two or more,H_W_H,21840_54060
gt100,35 to 60,no,male,yes,two or more,H_D_G_H_W_D_H,25500_28860_32580_50580_54060_54120
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H,25380_61200
gt35-lt100,20 to 35,no,male,no,two or more,H_W_H,28980_61260
gt100,35 to 60,yes,male,no,two or more,H_W_H,25380_57600
gt35-lt100,20 to 35,yes,female,no,one,H_D_H_W_E_W_D_H,25260_25260_25440_43200_43260_61200_61320
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W,28800
gt100,35 to 60,yes,male,yes,two or more,H_W_H,21840_54180
gt35-lt100,20 to 35,no,female,yes,one,H_W_H_W_H_G_H_V_E_V_D_H,28980_39600_39900_61440_64920_68400_68460_79320_82980_300_3660
gt35-lt100,35 to 60,no,male,no,one,H_E_H_W_H_R_E_R_D_H,25380_25440_29100_61200_64860_79320_82980_300_3660
lt35,20 to 35,no,male,no,none,H_C_H_C_H_W_V_H,36240_50400_54120_57840_61500_75780_79260
lt35,35 to 60,yes,male,no,two or more,H_W_H,29040_64860
lt35,20 to 35,yes,male,no,two or more,H_G_H_R_D_H,39900_46980_61440_68640_72180
lt35,19 and under,yes,female,no,two or more,H_G_H_R_V_H,39600_46980_61440_72060_83040
gt100,35 to 60,no,male,yes,two or more,H_W_H,21780_50520
gt100,35 to 60,no,female,yes,two or more,H_W_S_G_E_H,25200_61320_61380_64860_64860
gt100,35 to 60,no,female,no,two or more,H_W_G_S_H_G_H_R_H,21780_43440_47100_50460_57660_61260_65040_75660
gt100,35 to 60,no,male,no,two or more,H,
lt35,35 to 60,no,female,no,two or more,H_W_G_H,25200_57600_61260
gt35-lt100,20 to 35,no,female,yes,none,H_W_R_G_E_R_H,32580_61380_68700_75600_79260_240
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H_W_H,21660_54180_57840_75780
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H_W_H,32400_61380_65100_75660
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H,25440_54180
gt100,35 to 60,yes,female,yes,two or more,H_V_H_G_H_D_R_D_H_V_H,28920_32520_39660_43260_50460_50520_57900_61200_68460_79440
gt100,35 to 60,yes,male,yes,two or more,H_V_H_R_G_E_H_V_H,28920_32520_39660_43320_43440_46800_68460_79440
gt100,19 and under,yes,female,no,two or more,H_V_H_R_D_H_G_H,28920_32520_39660_43320_46920_61380_61500
gt100,35 to 60,no,female,yes,two or more,H_G_V,32700_36240
gt100,35 to 60,no,male,yes,two or more,H_G_V,32700_36240
gt100,35 to 60,yes,male,yes,two or more,H_D_W_D_H,21840_21900_57840_61440
gt100,35 to 60,yes,female,yes,two or more,H_D_W_D_H,28860_29040_57660_61320
gt100,35 to 60,no,female,no,two or more,H_W_H,25260_46980
gt100,35 to 60,no,male,no,two or more,H_W_H,25200_61200
gt35-lt100,20 to 35,no,male,yes,one,H_P_H,54000_61200
lt35,20 to 35,yes,female,no,two or more,H_G_W_H,21600_21780_64980
gt35-lt100,35 to 60,no,male,yes,one,H_W_H,50460_83100
lt35,35 to 60,no,male,no,one,H_W_E_R_H,28860_64860_68520_75780
gt35-lt100,35 to 60,no,female,no,one,H_G_W_H,18000_18060_57660
lt35,35 to 60,yes,female,no,one,H_D_E_W_D_H,25200_25260_25440_61380_64860
gt35-lt100,20 to 35,no,male,yes,one,H_W_H_S_H,21720_54240_57720_57840
gt100,20 to 35,no,male,yes,two or more,H_W_S_H,25380_54000_54120
gt100,20 to 35,no,female,yes,two or more,H_S_H_S_H,36000_36120_43200_50520
gt100,35 to 60,no,male,no,two or more,H_W_H,28920_57600
gt35-lt100,20 to 35,no,male,yes,two or more,H_X_G_E_H_S_E_H,25380_32700_36300_39840_43500_46860_54000
gt35-lt100,20 to 35,no,female,yes,two or more,H_X_G_E_H_S_E_H,25380_32700_36300_39900_43500_46860_54000
gt35-lt100,35 to 60,no,female,yes,one,H_W_H,28860_61260
gt35-lt100,above 60,no,male,yes,two or more,H_Z_H_G_H_G_H_W_H,18180_25260_36240_43200_43500_50640_54180_64980
gt35-lt100,above 60,no,male,yes,two or more,H,
gt35-lt100,above 60,no,female,no,two or more,H_W_H,43440_68580
gt100,35 to 60,no,male,yes,two or more,H_E_W_E_W_H_X_G_H_X_H,32400_32460_43380_46860_64860_68400_72120_75660_79380_82800
gt35-lt100,20 to 35,no,male,yes,one,H_W_G_W_X_H,25320_39780_43200_61200_68640
gt35-lt100,35 to 60,yes,male,yes,two or more,H_G_W_V_G_E_G_D_W_H,36180_36240_39780_43200_43380_46980_47100_57780_68400
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_W_H_E_H_D_V_G_D_V_H,25200_25380_39780_43320_46980_50520_57780_61200_61260_64920_72180
lt35,above 60,no,female,no,one,H_P_G_S_E_G_H_W,28800_29040_32580_36000_36240_46980_72240
lt35,20 to 35,no,female,yes,two or more,H_W_H_E_H,36300_57660_68460_72180
lt35,20 to 35,no,female,yes,two or more,H_W_E_H,25320_57660_57900
gt100,35 to 60,no,female,yes,two or more,H_W_H_E_H,21780_54180_57660_68400
gt100,20 to 35,no,male,yes,two or more,H_W_H_R_D_H,21780_61380_68400_75780_75900
lt35,35 to 60,no,female,yes,two or more,H_W_H,21720_54240
lt35,35 to 60,no,male,yes,two or more,H_W_G_H,25320_46980_50520
gt100,35 to 60,yes,female,yes,two or more,H_E_G_H,36180_43200_54000
gt35-lt100,above 60,no,male,no,two or more,H_G_S_H,39600_46860_47040
gt100,35 to 60,no,male,yes,two or more,H_W_H,28800_61440
lt35,20 to 35,yes,male,no,two or more,H_W_S_H,28980_64860_64980
gt100,20 to 35,yes,male,yes,two or more,H_W_H,21660_57720
gt100,20 to 35,no,male,yes,two or more,H,
gt100,20 to 35,no,female,no,two or more,H,
lt35,above 60,no,male,no,two or more,H_W_G_W_H,18060_39780_43200_50580
lt35,above 60,no,female,no,two or more,H_W_H,18180_50640
gt100,35 to 60,no,female,no,two or more,H_G_E_S_H,36000_39780_43380_43440
gt100,35 to 60,no,male,yes,two or more,H_G_E_S_H,36000_39780_43380_43440
gt100,20 to 35,no,female,no,two or more,H_W_H_W_H,29040_54180_57600_72180
gt35-lt100,20 to 35,yes,female,yes,two or more,H_G_E_G_H,39600_46980_50580_54180
gt35-lt100,20 to 35,yes,male,yes,two or more,H_G_E_G_H,39600_46980_50580_54180
gt35-lt100,35 to 60,no,female,yes,one,H_G_H,25200_25380
lt35,above 60,no,female,no,one,H_G_H_Z_H,50400_54120_61260_75780
lt35,35 to 60,no,female,no,one,H,
lt35,20 to 35,no,male,no,one,H_W_H_X_H_W,28800_32400_36180_43200_79380
lt35,above 60,no,male,yes,two or more,H_G_S_H_S_D_V_D_H,32640_39900_43260_50460_54300_57660_61260_65100
gt100,above 60,no,female,no,two or more,H_Z_H_Z_V,21900_50460_54240_61260
gt100,35 to 60,yes,male,yes,two or more,H_W_E_W_H,28980_43320_46800_61320
gt100,35 to 60,yes,female,yes,two or more,H_X_H_D_S_W_D_H_S_H,25200_25440_28980_29100_29100_61380_64800_64980_65040
gt35-lt100,35 to 60,no,male,no,one,H_W_H,57600_180
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_V_G_H_G_H,18060_54120_61200_61440_68400_72000
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_G_H,25320_57780_61380
gt35-lt100,20 to 35,no,male,no,one,H_E_W_G_W_H,25440_28980_61200_64800_68460
gt35-lt100,20 to 35,no,male,no,one,H_W_H,46980_0
gt35-lt100,20 to 35,no,male,yes,one,H_W_H_X_H,21660_57780_68400_75600
gt100,20 to 35,yes,female,yes,two or more,H_W_H,25380_72000
gt100,35 to 60,yes,male,yes,two or more,H_W_E_W_H,32580_36180_39780_57780
gt100,20 to 35,no,female,yes,two or more,H_E_W_E_H,25440_28920_57780_68460
gt100,20 to 35,no,male,yes,two or more,H_E_H,57600_68460
lt35,35 to 60,yes,female,yes,one,H_W_H_D_E_D_H,25500_57780_61380_61440_68460_68520
lt35,19 and under,yes,male,no,one,H_C_H,21780_64980
lt35,35 to 60,no,male,no,none,H_W_H,54180_72180
gt100,35 to 60,no,male,yes,two or more,H_W_H_E_H,28800_61320_75660_75720
gt100,20 to 35,no,female,yes,two or more,H_W_H,25260_57720
lt35,35 to 60,yes,female,no,two or more,H_W_H_E_G_H,21840_68460_72000_72300_79440
lt35,20 to 35,yes,female,no,two or more,H_W_G_H,28980_57600_61200
lt35,20 to 35,yes,male,no,two or more,H_W_H,18180_21780
gt35-lt100,35 to 60,no,male,yes,one,H_W_G_H,21840_57600_57780
gt35-lt100,35 to 60,no,male,no,one,H_G_H,57600_57780
gt35-lt100,20 to 35,no,female,yes,one,H_W,64920
lt35,above 60,no,female,no,one,H_G_H,39600_39840
gt35-lt100,35 to 60,yes,female,no,two or more,H_D_W_Z_H,25200_25260_64800_72000
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H_D_H,14400_43200_50400_50700
gt100,above 60,no,male,no,two or more,H_G_E_H,61200_72000_75660
gt100,above 60,no,female,yes,two or more,H_G_E_H,61200_72000_75660
gt100,20 to 35,no,male,no,two or more,H_W_H,54000_75660
gt100,35 to 60,no,male,yes,two or more,H_W_H,18180_64860
gt100,35 to 60,no,female,no,two or more,H,
gt35-lt100,35 to 60,no,female,no,two or more,H_W_G_H,25440_57600_57840
gt35-lt100,35 to 60,yes,female,yes,two or more,H_D_W_H_R_H,25320_25440_57660_61260_68520
gt35-lt100,35 to 60,yes,male,yes,two or more,H_D_H_R_H,50700_54060_61260_68520
gt35-lt100,35 to 60,no,male,no,two or more,H_G_W_G_W_H,25200_25500_39660_39720_61200
gt35-lt100,35 to 60,no,male,no,two or more,H_W_G,18300_21900
gt35-lt100,35 to 60,no,male,yes,two or more,H_X_H_W_H_G_H,18000_21600_28800_43380_64800_72000
gt35-lt100,35 to 60,no,female,yes,two or more,H_E_H_W_H,36000_39600_50640_82800
gt35-lt100,35 to 60,yes,female,yes,two or more,H_G_H,47100_50700
gt100,35 to 60,no,female,no,two or more,H_E_H,61380_68400
gt100,35 to 60,no,male,no,two or more,H_E_H,61380_68400
gt100,20 to 35,no,female,yes,two or more,H,
gt100,20 to 35,no,female,yes,two or more,H_X_H,21600_25380
gt100,20 to 35,no,male,yes,two or more,H_W_H_G_H,18180_54180_57780_64800
gt100,35 to 60,no,female,yes,two or more,H_W_H_W_G_H,25260_39780_43380_57600_57720
gt100,above 60,no,male,yes,two or more,H_W_H_W_H,14580_32580_57600_75720
gt100,35 to 60,no,male,no,two or more,H_W_H,18240_54060
gt100,20 to 35,no,female,yes,two or more,H_W_X_H,28980_64860_68700
gt100,20 to 35,no,male,yes,two or more,H_X_W_H,21780_25500_57600
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H_W_H,28860_54000_61500_68580
gt35-lt100,35 to 60,yes,male,no,two or more,H_E_W_H,28860_28980_68580
lt35,above 60,no,female,no,one,H_V_G_V_G_H,46800_50400_50520_54120_57660
gt100,above 60,no,male,yes,two or more,H_W_H,28860_61260
gt100,35 to 60,no,female,yes,two or more,H_W_H,21600_57600
gt100,35 to 60,no,male,yes,two or more,H_G_W_H_W_H,28800_28860_57660_64800_72000
gt100,35 to 60,no,female,no,two or more,H_W_E_H,28860_61200_61380
gt35-lt100,20 to 35,no,female,no,one,H_W_H,25260_57600
gt35-lt100,19 and under,yes,female,no,two or more,H,
gt35-lt100,35 to 60,yes,male,yes,two or more,H_D_W_H_D_H_D_H,28800_28860_57720_57840_61200_64860_64980
gt100,35 to 60,no,female,yes,two or more,H_P_G_H,25380_32460_32580
gt100,35 to 60,no,male,yes,two or more,H_W_S_H_G_H_S_H,43200_46800_47100_54000_54240_57780_57780
gt35-lt100,35 to 60,no,female,yes,one,H_W_S_H,21780_54180_61260
gt35-lt100,20 to 35,yes,male,yes,two or more,H_W_S_W_H,25260_43200_43260_57660
gt100,35 to 60,yes,male,yes,two or more,H_Z_G_H,36000_43260_46800
gt100,35 to 60,yes,female,yes,two or more,H_Z_G_H,36000_43260_46800
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H,28980_72000
gt35-lt100,35 to 60,no,female,yes,two or more,H_Z_W_H,25200_32640_75600
gt35-lt100,20 to 35,no,female,yes,one,H_W_H,25320_54180
gt100,20 to 35,yes,male,no,two or more,H_V_R_V,68400_72000_82980
gt35-lt100,35 to 60,no,male,no,two or more,H_G_W_H_V_H,18240_21600_50580_57660_72180
gt35-lt100,35 to 60,no,female,yes,one,H_E_W_E_V_H_X,29040_32400_57600_64860_68460_68640
gt35-lt100,35 to 60,yes,female,yes,one,H_W_E_R_H,21780_25380_39780_64920
